archiveType,climateInterpretation_direction,climateInterpretation_seasonality,climateInterpretation_variable,climateInterpretation_variableDetail,dataSetName,datasetId,geo_meanElev,geo_meanLat,geo_meanLon,geo_siteName,originalDataURL,originalDatabase,paleoData_notes,paleoData_proxy,paleoData_sensorSpecies,paleoData_units,yearUnits
Wood,N/A,N/A,N/A,N/A,NAm-DenaliNationalPark.Schweingruber.1996,Ej1ThcgrQBZ1AJAcRD55,750.0,63.7,-149.6,Denali National Park,https://www.ncdc.noaa.gov/paleo/study/4397,PAGES 2k v2.2.0,N/A,uncertainty1s,PCGL,N/A,yr AD
Wood,N/A,N/A,N/A,N/A,NAm-DenaliNationalPark.Schweingruber.1996,Ej1ThcgrQBZ1AJAcRD55,750.0,63.7,-149.6,Denali National Park,https://www.ncdc.noaa.gov/paleo/study/4397,PAGES 2k v2.2.0,N/A,EPS,PCGL,N/A,yr AD
Wood,N/A,N/A,N/A,N/A,NAm-DenaliNationalPark.Schweingruber.1996,Ej1ThcgrQBZ1AJAcRD55,750.0,63.7,-149.6,Denali National Park,https://www.ncdc.noaa.gov/paleo/study/4397,PAGES 2k v2.2.0,N/A,core,PCGL,N/A,yr AD
LakeSediment,positive,Jul,temperature,air@surface,NAm-DarkLake.Gajewski.1988,wJcq8AUo4o0g3KWPW9d8,334.0,45.3,-91.5,Dark Lake,https://www.ncdc.noaa.gov/paleo/study/6221,PAGES 2k v2.2.0,; climateInterpretation_seasonality changed - was originally July,temperature,N/A,degC,yr AD
LakeSediment,N/A,N/A,N/A,N/A,NAm-DarkLake.Gajewski.1988,wJcq8AUo4o0g3KWPW9d8,334.0,45.3,-91.5,Dark Lake,https://www.ncdc.noaa.gov/paleo/study/6221,PAGES 2k v2.2.0,N/A,year,N/A,yr AD,yr AD
LakeSediment,N/A,N/A,N/A,N/A,NAm-DarkLake.Gajewski.1988,wJcq8AUo4o0g3KWPW9d8,334.0,45.3,-91.5,Dark Lake,https://www.ncdc.noaa.gov/paleo/study/6221,PAGES 2k v2.2.0,N/A,age,N/A,yr BP,yr AD
Wood,N/A,N/A,N/A,N/A,NAm-FrenchGlacier.Colenutt.1995,zHVVTITu9VXfJxv82zlL,2300.0,50.8,-115.3,French Glacier,https://www.ncdc.noaa.gov/paleo/study/13783,PAGES 2k v2.2.0,N/A,sampleCount,LALY,count,yr AD
Wood,N/A,N/A,N/A,N/A,NAm-FrenchGlacier.Colenutt.1995,zHVVTITu9VXfJxv82zlL,2300.0,50.8,-115.3,French Glacier,https://www.ncdc.noaa.gov/paleo/study/13783,PAGES 2k v2.2.0,N/A,year,N/A,yr AD,yr AD
Wood,N/A,N/A,N/A,N/A,NAm-FrenchGlacier.Colenutt.1995,zHVVTITu9VXfJxv82zlL,2300.0,50.8,-115.3,French Glacier,https://www.ncdc.noaa.gov/paleo/study/13783,PAGES 2k v2.2.0,N/A,segmentLength,LALY,N/A,yr AD
Wood,N/A,N/A,N/A,N/A,NAm-FrenchGlacier.Colenutt.1995,zHVVTITu9VXfJxv82zlL,2300.0,50.8,-115.3,French Glacier,https://www.ncdc.noaa.gov/paleo/study/13783,PAGES 2k v2.2.0,N/A,ringWidth,LALY,cm,yr AD
Wood,positive,Summer,temperature,air@surface,NAm-FrenchGlacier.Colenutt.1995,zHVVTITu9VXfJxv82zlL,2300.0,50.8,-115.3,French Glacier,https://www.ncdc.noaa.gov/paleo/study/13783,PAGES 2k v2.2.0,N/A,ringWidth,LALY,N/A,yr AD
Wood,N/A,N/A,N/A,N/A,NAm-FrenchGlacier.Colenutt.1995,zHVVTITu9VXfJxv82zlL,2300.0,50.8,-115.3,French Glacier,https://www.ncdc.noaa.gov/paleo/study/13783,PAGES 2k v2.2.0,N/A,residualChronology,LALY,N/A,yr AD
Wood,N/A,N/A,N/A,N/A,NAm-FrenchGlacier.Colenutt.1995,zHVVTITu9VXfJxv82zlL,2300.0,50.8,-115.3,French Glacier,https://www.ncdc.noaa.gov/paleo/study/13783,PAGES 2k v2.2.0,N/A,ARSTAN,LALY,N/A,yr AD
Wood,N/A,N/A,N/A,N/A,NAm-FrenchGlacier.Colenutt.1995,zHVVTITu9VXfJxv82zlL,2300.0,50.8,-115.3,French Glacier,https://www.ncdc.noaa.gov/paleo/study/13783,PAGES 2k v2.2.0,N/A,correlationCoefficient,LALY,N/A,yr AD
Wood,N/A,N/A,N/A,N/A,NAm-FrenchGlacier.Colenutt.1995,zHVVTITu9VXfJxv82zlL,2300.0,50.8,-115.3,French Glacier,https://www.ncdc.noaa.gov/paleo/study/13783,PAGES 2k v2.2.0,N/A,RBAR,LALY,N/A,yr AD
Wood,N/A,N/A,N/A,N/A,NAm-FrenchGlacier.Colenutt.1995,zHVVTITu9VXfJxv82zlL,2300.0,50.8,-115.3,French Glacier,https://www.ncdc.noaa.gov/paleo/study/13783,PAGES 2k v2.2.0,N/A,uncertainty1s,LALY,N/A,yr AD
Wood,N/A,N/A,N/A,N/A,NAm-FrenchGlacier.Colenutt.1995,zHVVTITu9VXfJxv82zlL,2300.0,50.8,-115.3,French Glacier,https://www.ncdc.noaa.gov/paleo/study/13783,PAGES 2k v2.2.0,N/A,uncertainty1s,LALY,N/A,yr AD
Wood,N/A,N/A,N/A,N/A,NAm-FrenchGlacier.Colenutt.1995,zHVVTITu9VXfJxv82zlL,2300.0,50.8,-115.3,French Glacier,https://www.ncdc.noaa.gov/paleo/study/13783,PAGES 2k v2.2.0,N/A,EPS,LALY,N/A,yr AD
Wood,N/A,N/A,N/A,N/A,NAm-FrenchGlacier.Colenutt.1995,zHVVTITu9VXfJxv82zlL,2300.0,50.8,-115.3,French Glacier,https://www.ncdc.noaa.gov/paleo/study/13783,PAGES 2k v2.2.0,N/A,core,LALY,N/A,yr AD
Wood,positive,Jun-Jul,temperature,air@surface,Arc-Forfjorddalen.McCarroll.2013,d4n32NY5F36ck2fxETt1,200.0,68.73,15.73,Forfjorddalen,this study,PAGES 2k v2.2.0,N/A,MXD,N/A,N/A,yr AD
Wood,N/A,N/A,N/A,N/A,Arc-Forfjorddalen.McCarroll.2013,d4n32NY5F36ck2fxETt1,200.0,68.73,15.73,Forfjorddalen,this study,PAGES 2k v2.2.0,N/A,year,N/A,yr AD,yr AD
Coral,negative,subannual,temperature,sea@surface,Ocn-Miyanohama.Felis.2009,Y0bLO0QNOCHwb7hsD6z7,-5.6,27.1059,142.1941,Miyanohama,http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:8608,PAGES 2k v2.2.0,; climateInterpretation_seasonality changed - was originally bimonthly,d18O,NA,permil,yr AD
Coral,N/A,N/A,N/A,N/A,Ocn-Miyanohama.Felis.2009,Y0bLO0QNOCHwb7hsD6z7,-5.6,27.1059,142.1941,Miyanohama,http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:8608,PAGES 2k v2.2.0,N/A,year,N/A,yr AD,yr AD
Coral,negative,subannual,temperature,sea@surface,Ocn-Miyanohama.Felis.2009,Y0bLO0QNOCHwb7hsD6z7,-5.6,27.1059,142.1941,Miyanohama,http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:8608,PAGES 2k v2.2.0,; paleoData_variableName changed - was originally Sr_Ca; climateInterpretation_seasonality changed - was originally bimonthly; paleoData_variableName changed - was originally Sr_Ca; paleoData_proxyObservationType changed - was originally Sr_Ca,Sr/Ca,NA,mmol/mol,yr AD
Coral,N/A,N/A,N/A,N/A,Ocn-Miyanohama.Felis.2009,Y0bLO0QNOCHwb7hsD6z7,-5.6,27.1059,142.1941,Miyanohama,http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:::::P1_STUDY_ID:8608,PAGES 2k v2.2.0,N/A,d13C,NA,permil,yr AD
Wood,positive,Summer,temperature,air@surface,Asi-INDI025.Borgaonkar.2013,8WIE55yJgMmrY4Zsz1U5,3200.0,10.18,76.87,INDI025,https://www.ncdc.noaa.gov/paleo/study/15171,PAGES 2k v2.2.0,N/A,ringWidth,N/A,N/A,yr AD
Wood,N/A,N/A,N/A,N/A,Asi-INDI025.Borgaonkar.2013,8WIE55yJgMmrY4Zsz1U5,3200.0,10.18,76.87,INDI025,https://www.ncdc.noaa.gov/paleo/study/15171,PAGES 2k v2.2.0,N/A,year,N/A,yr AD,yr AD
Wood,positive,Summer,temperature,air@surface,Asi-MONG014.Jacoby.2013,1tE42D6yXrssKXRZ0RO1,4100.0,47.43,100.42,MONG014,https://www.ncdc.noaa.gov/paleo/study/12652,PAGES 2k v2.2.0,N/A,ringWidth,N/A,N/A,yr AD
Wood,N/A,N/A,N/A,N/A,Asi-MONG014.Jacoby.2013,1tE42D6yXrssKXRZ0RO1,4100.0,47.43,100.42,MONG014,https://www.ncdc.noaa.gov/paleo/study/12652,PAGES 2k v2.2.0,N/A,year,N/A,yr AD,yr AD
Wood,positive,Annual,temperature,air@surface,Asi-KYRG007.Esper.2007,aDmMeKKdpS9a0VXuqxN7,4200.0,40.17,72.58,KYRG007,https://www.ncdc.noaa.gov/paleo/study/12765,PAGES 2k v2.2.0,N/A,ringWidth,N/A,N/A,yr AD
Wood,N/A,N/A,N/A,N/A,Asi-KYRG007.Esper.2007,aDmMeKKdpS9a0VXuqxN7,4200.0,40.17,72.58,KYRG007,https://www.ncdc.noaa.gov/paleo/study/12765,PAGES 2k v2.2.0,N/A,year,N/A,yr AD,yr AD
Coral,negative,Annual,temperature,sea@surface,Ocn-CoralSea.Calvo.2007,QUJdzhdRzOBaDuEI4d7u,-5.0,-17.73,148.43,Coral Sea,https://www.ncdc.noaa.gov/paleo/study/6087,PAGES 2k v2.2.0,; climateInterpretation_seasonality changed - was originally annual,d18O,Porites sp.,permil,yr AD
Coral,N/A,N/A,N/A,N/A,Ocn-CoralSea.Calvo.2007,QUJdzhdRzOBaDuEI4d7u,-5.0,-17.73,148.43,Coral Sea,https://www.ncdc.noaa.gov/paleo/study/6087,PAGES 2k v2.2.0,N/A,year,N/A,yr AD,yr AD
Coral,negative,Annual,temperature,sea@surface,Ocn-CoralSea.Calvo.2007,QUJdzhdRzOBaDuEI4d7u,-5.0,-17.73,148.43,Coral Sea,https://www.ncdc.noaa.gov/paleo/study/6087,PAGES 2k v2.2.0,; paleoData_variableName changed - was originally Sr_Ca; climateInterpretation_seasonality changed - was originally annual; paleoData_variableName changed - was originally Sr_Ca; paleoData_proxyObservationType changed - was originally Sr_Ca,Sr/Ca,Porites sp.,mmol/mol,yr AD
Documents,N/A,N/A,N/A,N/A,Eur-Tallinn.Tarand.2001,X3qULfBWiBbbQfEmmiMT,10.0,59.4,24.75,Tallinn,this study,PAGES 2k v2.2.0,N/A,year,N/A,yr AD,yr AD
MarineSediment,positive,Annual,temperature,sea@surface,Ocn-MD98-2160.Newton.2010,lCJZ79qqqR7VRGLhRGLc,-1185.0,-5.2012,117.4867,Makassar Strait,https://www.ncdc.noaa.gov/paleo/study/12906,PAGES 2k v2.2.0,; paleoData_variableName changed - was originally temp_C; climateInterpretation_seasonality changed - was originally Annual; archiveType changed - was originally marine sediments; paleoData_units changed - was originally deg C,temperature,N/A,degC,yr AD
MarineSediment,N/A,N/A,N/A,N/A,Ocn-MD98-2160.Newton.2010,lCJZ79qqqR7VRGLhRGLc,-1185.0,-5.2012,117.4867,Makassar Strait,https://www.ncdc.noaa.gov/paleo/study/12906,PAGES 2k v2.2.0,N/A,year,N/A,yr AD,yr AD
MarineSediment,N/A,N/A,N/A,N/A,Ocn-MD98-2160.Newton.2010,lCJZ79qqqR7VRGLhRGLc,-1185.0,-5.2012,117.4867,Makassar Strait,https://www.ncdc.noaa.gov/paleo/study/12906,PAGES 2k v2.2.0,N/A,depth,N/A,cm,yr AD
Wood,positive,Summer,temperature,air@surface,Asi-CHIN064.Shao.2013,qTzNNXNHJjWg3mXdi5iU,3000.0,36.68,98.42,CHIN064,https://www.ncdc.noaa.gov/paleo/study/15156,PAGES 2k v2.2.0,N/A,ringWidth,N/A,N/A,yr AD
Wood,N/A,N/A,N/A,N/A,Asi-CHIN064.Shao.2013,qTzNNXNHJjWg3mXdi5iU,3000.0,36.68,98.42,CHIN064,https://www.ncdc.noaa.gov/paleo/study/15156,PAGES 2k v2.2.0,N/A,year,N/A,yr AD,yr AD
Coral,negative,subannual,temperature,sea@surface,Ocn-HoutmanAbrolhos.Kuhnert.1999,LcuHzZjcWRBIfFfzw1Xn,-5.0,-28.47,113.77,Houtman Abrolhos,"ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/indian_ocean/abrolhos_data.txt,http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:0::::P1_study_id:16316",PAGES 2k v2.2.0,; climateInterpretation_seasonality changed - was originally bimonthly,d18O,Porites lutea,permil,yr AD
Coral,N/A,N/A,N/A,N/A,Ocn-HoutmanAbrolhos.Kuhnert.1999,LcuHzZjcWRBIfFfzw1Xn,-5.0,-28.47,113.77,Houtman Abrolhos,"ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/indian_ocean/abrolhos_data.txt,http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:0::::P1_study_id:16316",PAGES 2k v2.2.0,N/A,year,N/A,yr AD,yr AD
Coral,N/A,N/A,N/A,N/A,Ocn-HoutmanAbrolhos.Kuhnert.1999,LcuHzZjcWRBIfFfzw1Xn,-5.0,-28.47,113.77,Houtman Abrolhos,"ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/indian_ocean/abrolhos_data.txt,http://hurricane.ncdc.noaa.gov/pls/paleox/f?p=519:1:0::::P1_study_id:16316",PAGES 2k v2.2.0,N/A,d13C,Porites lutea,permil,yr AD
Coral,negative,Annual,temperature,sea@surface,Ocn-Vanuatu.Quinn.1996,RfCfN5MolDB1fzeOrUCc,-1.0,-15.0,166.99,Vanuatu,https://www.ncdc.noaa.gov/paleo/study/1839,PAGES 2k v2.2.0,; climateInterpretation_seasonality changed - was originally annual,d18O,lamellina,permil,yr AD
Coral,N/A,N/A,N/A,N/A,Ocn-Vanuatu.Quinn.1996,RfCfN5MolDB1fzeOrUCc,-1.0,-15.0,166.99,Vanuatu,https://www.ncdc.noaa.gov/paleo/study/1839,PAGES 2k v2.2.0,N/A,year,N/A,yr AD,yr AD
MarineSediment,positive,Annual,temperature,sea@surface,Ocn-WestSpitzberg.Bonnet.2010,BS7XgI1OSZrHWHMRy5WG,-1497.0,78.96,5.885,"West Spitzberg, Fram Strait",http://doi.pangaea.de/10.1594/PANGAEA.780179,PAGES 2k v2.2.0,; paleoData_variableName changed - was originally temp_C; paleoData_units changed - was originally deg C; climateInterpretation_seasonality changed - was originally Annual,temperature,N/A,degC,yr AD
MarineSediment,N/A,N/A,N/A,N/A,Ocn-WestSpitzberg.Bonnet.2010,BS7XgI1OSZrHWHMRy5WG,-1497.0,78.96,5.885,"West Spitzberg, Fram Strait",http://doi.pangaea.de/10.1594/PANGAEA.780179,PAGES 2k v2.2.0,N/A,year,N/A,yr AD,yr AD
MarineSediment,N/A,N/A,N/A,N/A,Ocn-WestSpitzberg.Bonnet.2010,BS7XgI1OSZrHWHMRy5WG,-1497.0,78.96,5.885,"West Spitzberg, Fram Strait",http://doi.pangaea.de/10.1594/PANGAEA.780179,PAGES 2k v2.2.0,N/A,depth,N/A,cm,yr AD
MarineSediment,N/A,Winter,temperature,sea_surface,Ocn-WestSpitzberg.Bonnet.2010,BS7XgI1OSZrHWHMRy5WG,-1497.0,78.96,5.885,"West Spitzberg, Fram Strait",http://doi.pangaea.de/10.1594/PANGAEA.780179,PAGES 2k v2.2.0,; paleoData_variableName changed - was originally WIN_temp_C; paleoData_units changed - was originally deg C,temperature,N/A,degC,yr AD
MarineSediment,N/A,N/A,N/A,N/A,Ocn-WestSpitzberg.Bonnet.2010,BS7XgI1OSZrHWHMRy5WG,-1497.0,78.96,5.885,"West Spitzberg, Fram Strait",http://doi.pangaea.de/10.1594/PANGAEA.780179,PAGES 2k v2.2.0,N/A,year,N/A,yr AD,yr AD
MarineSediment,N/A,N/A,N/A,N/A,Ocn-WestSpitzberg.Bonnet.2010,BS7XgI1OSZrHWHMRy5WG,-1497.0,78.96,5.885,"West Spitzberg, Fram Strait",http://doi.pangaea.de/10.1594/PANGAEA.780179,PAGES 2k v2.2.0,N/A,depth,N/A,cm,yr AD
MarineSediment,N/A,Summer,temperature,sea_surface,Ocn-WestSpitzberg.Bonnet.2010,BS7XgI1OSZrHWHMRy5WG,-1497.0,78.96,5.885,"West Spitzberg, Fram Strait",http://doi.pangaea.de/10.1594/PANGAEA.780179,PAGES 2k v2.2.0,; paleoData_variableName changed - was originally SUM_temp_C; paleoData_units changed - was originally deg C; paleoData_variableName changed - was originally temperature1; paleoData_variableName changed - was originally temperature1,temperature,N/A,degC,yr AD
MarineSediment,N/A,Winter,temperature,sea_surface,Ocn-WestSpitzberg.Bonnet.2010,BS7XgI1OSZrHWHMRy5WG,-1497.0,78.96,5.885,"West Spitzberg, Fram Strait",http://doi.pangaea.de/10.1594/PANGAEA.780179,PAGES 2k v2.2.0,; paleoData_variableName changed - was originally WIN_temp_C; paleoData_units changed - was originally deg C,temperature,N/A,degC,yr AD
MarineSediment,N/A,N/A,N/A,N/A,Ocn-WestSpitzberg.Bonnet.2010,BS7XgI1OSZrHWHMRy5WG,-1497.0,78.96,5.885,"West Spitzberg, Fram Strait",http://doi.pangaea.de/10.1594/PANGAEA.780179,PAGES 2k v2.2.0,N/A,year,N/A,yr AD,yr AD
MarineSediment,N/A,N/A,N/A,N/A,Ocn-WestSpitzberg.Bonnet.2010,BS7XgI1OSZrHWHMRy5WG,-1497.0,78.96,5.885,"West Spitzberg, Fram Strait",http://doi.pangaea.de/10.1594/PANGAEA.780179,PAGES 2k v2.2.0,N/A,depth,N/A,cm,yr AD
MarineSediment,N/A,Summer,temperature,sea_surface,Ocn-WestSpitzberg.Bonnet.2010,BS7XgI1OSZrHWHMRy5WG,-1497.0,78.96,5.885,"West Spitzberg, Fram Strait",http://doi.pangaea.de/10.1594/PANGAEA.780179,PAGES 2k v2.2.0,; paleoData_variableName changed - was originally SUM_temp_C; paleoData_units changed - was originally deg C; paleoData_variableName changed - was originally temperature1; paleoData_variableName changed - was originally temperature1,temperature,N/A,degC,yr AD
MarineSediment,N/A,N/A,N/A,N/A,Ocn-WestSpitzberg.Bonnet.2010,BS7XgI1OSZrHWHMRy5WG,-1497.0,78.96,5.885,"West Spitzberg, Fram Strait",http://doi.pangaea.de/10.1594/PANGAEA.780179,PAGES 2k v2.2.0,; paleoData_variableName changed - was originally count_A_choane,count,N/A,N/A,yr AD
MarineSediment,N/A,N/A,N/A,N/A,Ocn-WestSpitzberg.Bonnet.2010,BS7XgI1OSZrHWHMRy5WG,-1497.0,78.96,5.885,"West Spitzberg, Fram Strait",http://doi.pangaea.de/10.1594/PANGAEA.780179,PAGES 2k v2.2.0,; paleoData_variableName changed - was originally count_I_pallidum,count,N/A,N/A,yr AD
MarineSediment,N/A,N/A,N/A,N/A,Ocn-WestSpitzberg.Bonnet.2010,BS7XgI1OSZrHWHMRy5WG,-1497.0,78.96,5.885,"West Spitzberg, Fram Strait",http://doi.pangaea.de/10.1594/PANGAEA.780179,PAGES 2k v2.2.0,; paleoData_variableName changed - was originally count_I_paradoxum,count,N/A,N/A,yr AD
MarineSediment,N/A,N/A,N/A,N/A,Ocn-WestSpitzberg.Bonnet.2010,BS7XgI1OSZrHWHMRy5WG,-1497.0,78.96,5.885,"West Spitzberg, Fram Strait",http://doi.pangaea.de/10.1594/PANGAEA.780179,PAGES 2k v2.2.0,; paleoData_variableName changed - was originally count_I_sphaericum,count,N/A,N/A,yr AD
MarineSediment,N/A,N/A,N/A,N/A,Ocn-WestSpitzberg.Bonnet.2010,BS7XgI1OSZrHWHMRy5WG,-1497.0,78.96,5.885,"West Spitzberg, Fram Strait",http://doi.pangaea.de/10.1594/PANGAEA.780179,PAGES 2k v2.2.0,; paleoData_variableName changed - was originally count_N_labyrinthus,count,N/A,N/A,yr AD
MarineSediment,N/A,N/A,N/A,N/A,Ocn-WestSpitzberg.Bonnet.2010,BS7XgI1OSZrHWHMRy5WG,-1497.0,78.96,5.885,"West Spitzberg, Fram Strait",http://doi.pangaea.de/10.1594/PANGAEA.780179,PAGES 2k v2.2.0,; paleoData_variableName changed - was originally count_O_centrocarpum,count,N/A,N/A,yr AD
MarineSediment,N/A,N/A,N/A,N/A,Ocn-WestSpitzberg.Bonnet.2010,BS7XgI1OSZrHWHMRy5WG,-1497.0,78.96,5.885,"West Spitzberg, Fram Strait",http://doi.pangaea.de/10.1594/PANGAEA.780179,PAGES 2k v2.2.0,; paleoData_variableName changed - was originally count_O_centrocarpum_cp,count,N/A,N/A,yr AD
MarineSediment,N/A,N/A,N/A,N/A,Ocn-WestSpitzberg.Bonnet.2010,BS7XgI1OSZrHWHMRy5WG,-1497.0,78.96,5.885,"West Spitzberg, Fram Strait",http://doi.pangaea.de/10.1594/PANGAEA.780179,PAGES 2k v2.2.0,; paleoData_variableName changed - was originally count_S_elongatus,count,N/A,N/A,yr AD
MarineSediment,N/A,N/A,N/A,N/A,Ocn-WestSpitzberg.Bonnet.2010,BS7XgI1OSZrHWHMRy5WG,-1497.0,78.96,5.885,"West Spitzberg, Fram Strait",http://doi.pangaea.de/10.1594/PANGAEA.780179,PAGES 2k v2.2.0,; paleoData_variableName changed - was originally count_S_ramosus,count,N/A,N/A,yr AD
MarineSediment,N/A,N/A,N/A,N/A,Ocn-WestSpitzberg.Bonnet.2010,BS7XgI1OSZrHWHMRy5WG,-1497.0,78.96,5.885,"West Spitzberg, Fram Strait",http://doi.pangaea.de/10.1594/PANGAEA.780179,PAGES 2k v2.2.0,; paleoData_variableName changed - was originally count_S_mirabilis_hyper,count,N/A,N/A,yr AD
MarineSediment,N/A,N/A,N/A,N/A,Ocn-WestSpitzberg.Bonnet.2010,BS7XgI1OSZrHWHMRy5WG,-1497.0,78.96,5.885,"West Spitzberg, Fram Strait",http://doi.pangaea.de/10.1594/PANGAEA.780179,PAGES 2k v2.2.0,; paleoData_variableName changed - was originally count_Spiniferites_spp,count,N/A,N/A,yr AD
MarineSediment,N/A,N/A,N/A,N/A,Ocn-WestSpitzberg.Bonnet.2010,BS7XgI1OSZrHWHMRy5WG,-1497.0,78.96,5.885,"West Spitzberg, Fram Strait",http://doi.pangaea.de/10.1594/PANGAEA.780179,PAGES 2k v2.2.0,; paleoData_variableName changed - was originally total_dinofl,count,N/A,N/A,yr AD
MarineSediment,N/A,N/A,N/A,N/A,Ocn-WestSpitzberg.Bonnet.2010,BS7XgI1OSZrHWHMRy5WG,-1497.0,78.96,5.885,"West Spitzberg, Fram Strait",http://doi.pangaea.de/10.1594/PANGAEA.780179,PAGES 2k v2.2.0,; paleoData_variableName changed - was originally concent_dinofl,concentration,N/A,N/A,yr AD
Wood,positive,Summer,temperature,air@surface,Asi-UULLWD.Schweingruber.2002,YkYBVowJ8pRp4SZicNBT,2150.0,50.48,87.65,"Altai Mt., Ust Ulagan Lake",https://www.ncdc.noaa.gov/paleo/study/4710,PAGES 2k v2.2.0,N/A,ringWidth,N/A,N/A,yr AD
Wood,N/A,N/A,N/A,N/A,Asi-UULLWD.Schweingruber.2002,YkYBVowJ8pRp4SZicNBT,2150.0,50.48,87.65,"Altai Mt., Ust Ulagan Lake",https://www.ncdc.noaa.gov/paleo/study/4710,PAGES 2k v2.2.0,N/A,year,N/A,yr AD,yr AD
MarineSediment,positive,Annual,temperature,sea@surface,Ocn-EmeraldBasin.Keigwin.2003,TZdDSROs7Tr8FfE42KC6,-250.0,45.89,-62.8,"Emerald Basin,OCE326 MC-29D",ftp://ftp.ncdc.noaa.gov/pub/data/paleo/contributions_by_author/keigwin2003/keigwin2003.txt,PAGES 2k v2.2.0,"PRA1988: E. huxleyi culture-based calibration. No RMSE is reported in the original publication, so a RMSE was calculated by taking a regression off of the five culture T-UK37 datapoints reported in the publication.; paleoData_units changed - was originally deg C; climateInterpretation_seasonality changed - was originally Annual",temperature,N/A,degC,yr AD
MarineSediment,N/A,N/A,N/A,N/A,Ocn-EmeraldBasin.Keigwin.2003,TZdDSROs7Tr8FfE42KC6,-250.0,45.89,-62.8,"Emerald Basin,OCE326 MC-29D",ftp://ftp.ncdc.noaa.gov/pub/data/paleo/contributions_by_author/keigwin2003/keigwin2003.txt,PAGES 2k v2.2.0,N/A,year,N/A,yr AD,yr AD
MarineSediment,N/A,Annual,temperature,sea_surface,Ocn-EmeraldBasin.Keigwin.2003,TZdDSROs7Tr8FfE42KC6,-250.0,45.89,-62.8,"Emerald Basin,OCE326 MC-29D",ftp://ftp.ncdc.noaa.gov/pub/data/paleo/contributions_by_author/keigwin2003/keigwin2003.txt,PAGES 2k v2.2.0,"All O2K-LR records have been quality-controlled according to protocols published in Nature Geoscience supplement; see ""Data (QC) tab"" cell C6 for details; climateInterpretation_seasonality changed - was originally Annual",temperature,N/A,degC,yr AD
MarineSediment,N/A,N/A,N/A,N/A,Ocn-EmeraldBasin.Keigwin.2003,TZdDSROs7Tr8FfE42KC6,-250.0,45.89,-62.8,"Emerald Basin,OCE326 MC-29D",ftp://ftp.ncdc.noaa.gov/pub/data/paleo/contributions_by_author/keigwin2003/keigwin2003.txt,PAGES 2k v2.2.0,N/A,year,N/A,yr AD,yr AD
LakeSediment,N/A,N/A,N/A,N/A,SAm-LagunaAculeo.vonGunten.2009,t54vU2X7p9qBScBKbtrL,355.0,-33.85,-70.92,Laguna Aculeo,https://www.ncdc.noaa.gov/cdo/f?p=519:1:0::::P1_STUDY_ID:1003957,PAGES 2k v2.2.0,N/A,year,N/A,yr AD,yr AD
LakeSediment,N/A,Summer,temperature,air,SAm-LagunaAculeo.vonGunten.2009,t54vU2X7p9qBScBKbtrL,355.0,-33.85,-70.92,Laguna Aculeo,https://www.ncdc.noaa.gov/cdo/f?p=519:1:0::::P1_STUDY_ID:1003957,PAGES 2k v2.2.0,; paleoData_units changed - was originally deg C,temperature,N/A,degC,yr AD
LakeSediment,positive,Dec-Feb,temperature,air@surface,SAm-LagunaAculeo.vonGunten.2009,t54vU2X7p9qBScBKbtrL,355.0,-33.85,-70.92,Laguna Aculeo,https://www.ncdc.noaa.gov/cdo/f?p=519:1:0::::P1_STUDY_ID:1003957,PAGES 2k v2.2.0,; paleoData_units changed - was originally deg C,temperature,N/A,degC,yr AD
LakeSediment,N/A,N/A,N/A,N/A,SAm-LagunaAculeo.vonGunten.2009,t54vU2X7p9qBScBKbtrL,355.0,-33.85,-70.92,Laguna Aculeo,https://www.ncdc.noaa.gov/cdo/f?p=519:1:0::::P1_STUDY_ID:1003957,PAGES 2k v2.2.0,; paleoData_variableName changed - was originally R660_670; paleoData_units changed - was originally unitless; paleoData_variableName changed - was originally R660_670; paleoData_variableName changed - was originally R660_670,RABD660670,N/A,N/A,yr AD
Wood,positive,Summer,temperature,air@surface,Asi-CHIN048.Brauning.2013,iCkX0Leqkt1XCGg1QGsp,700.0,30.3,91.52,CHIN048,https://www.ncdc.noaa.gov/paleo/study/15130,PAGES 2k v2.2.0,N/A,ringWidth,N/A,N/A,yr AD
Wood,N/A,N/A,N/A,N/A,Asi-CHIN048.Brauning.2013,iCkX0Leqkt1XCGg1QGsp,700.0,30.3,91.52,CHIN048,https://www.ncdc.noaa.gov/paleo/study/15130,PAGES 2k v2.2.0,N/A,year,N/A,yr AD,yr AD
Wood,N/A,N/A,N/A,N/A,NAm-BorealPlateau.Graumlich.2005,Y0l1XR12PdNKqneAvQeD,3420.0,36.3,-118.3,Boreal Plateau,https://www.ncdc.noaa.gov/paleo/study/3301,PAGES 2k v2.2.0,N/A,sampleCount,PIBA,count,yr AD
