datasetId,archiveType,dataSetName,geo_meanElev,geo_meanLat,geo_meanLon,geo_siteName,interpretation_direction,interpretation_seasonality,interpretation_variable,interpretation_variableDetail,originalDataURL,originalDatabase,paleoData_notes,paleoData_proxy,paleoData_sensorSpecies,paleoData_units,paleoData_variableName,yearUnits
iso2k_1710,GlacierIce,IC08VISV,3747.0,-46.58000183105469,-73.31999969482422,San Valentin,NaN,Annual,moisture,"Original interpretation_variable: precipitationIsotope, interpretation_variableDetail: of precipitation",this compilation,Iso2k v1.1.2,; archiveType changed - was originally Ice core (IC); archiveType changed - was originally Ice core (IC),d18O,nan,permil,d18O,CE
iso2k_1713,GlacierIce,IC00SC26,2598.0,77.25330352783203,-49.21670150756836,B26,positive,Annual,temperature,air@surface,https://doi.pangaea.de/10.1594/PANGAEA.849161,Iso2k v1.1.2,; archiveType changed - was originally Ice core (IC); archiveType changed - was originally Ice core (IC),d18O,nan,permil,d18O,CE
iso2k_1716,GlacierIce,IC93BAGI,3200.0,72.58999633789062,-38.459999084472656,GISP2-B,positive,Annual,temperature,air@surface,https://www.ncdc.noaa.gov/paleo-search/study/17798,Iso2k v1.1.2,; archiveType changed - was originally Ice core (IC); archiveType changed - was originally Ice core (IC),dD,nan,permil,d2H,CE
iso2k_1719,GlacierIce,IC93BAGI,3200.0,72.58999633789062,-38.459999084472656,GISP2-B,positive,Annual,temperature,air@surface,https://www.ncdc.noaa.gov/paleo-search/study/17798,Iso2k v1.1.2,; archiveType changed - was originally Ice core (IC); archiveType changed - was originally Ice core (IC),dD,nan,permil,d2H,CE
iso2k_1727,GlacierIce,IC76FIDE,1800.0,75.33000183105469,-82.5,Devon Ice Cap,positive,Annual,temperature,air@surface,https://www1.ncdc.noaa.gov/pub/data/paleo/icecore/polar/devon/d7273del_5yr.txt,Iso2k v1.1.2,; archiveType changed - was originally Ice core (IC),d18O,nan,permil,d18O,CE
iso2k_1729,GlacierIce,IC76FIDE,1800.0,75.33000183105469,-82.5,Devon Ice Cap,positive,Annual,temperature,air@surface,https://www1.ncdc.noaa.gov/pub/data/paleo/icecore/polar/devon/d7273del_5yr.txt,Iso2k v1.1.2,; archiveType changed - was originally Ice core (IC),d18O,nan,permil,d18O,CE
iso2k_1732,LakeSediment,LS11BACH,880.0,3.319999933242798,37.70000076293945,Challa,N/A,N/A,N/A,N/A,this compilation,Iso2k v1.1.2,; archiveType changed - was originally Lake sediment (LS); archiveType changed - was originally Lake sediment (LS),d18O,nan,permil,d18O,CE
iso2k_1735,Coral,CO10HEIG,-1.7000000476837158,16.200000762939453,-61.4900016784668,Guadeloupe,decrease,subannual,temperature,sea surface,https://www.ncdc.noaa.gov/paleo/study/12893,Iso2k v1.1.2,; climateInterpretation_seasonality changed - was originally monthly; archiveType changed - was originally Coral (CO),d18O,Diploria strigosa,permil,d18O,CE
iso2k_1738,Coral,CO00DRBE,-25.0,32.29999923706055,-64.69999694824219,"Northeast Breakers, Bermuda",decrease,N/A,temperature,sea surface,http://doi.pangaea.de/10.1594/PANGAEA.711835,Iso2k v1.1.2,; climateInterpretation_seasonality changed - was originally -12 -11 -10 -9 -8 1 2 3 4 5 6 7; archiveType changed - was originally Coral (CO),d18O,labyrinthiformis,permil,d18O,CE
iso2k_1740,Coral,CO00DRBE,-25.0,32.29999923706055,-64.69999694824219,"Northeast Breakers, Bermuda",decrease,N/A,temperature,sea surface,http://doi.pangaea.de/10.1594/PANGAEA.711835,Iso2k v1.1.2,; climateInterpretation_seasonality changed - was originally -12 -11 -10 -9 -8 1 2 3 4 5 6 7; archiveType changed - was originally Coral (CO),d18O,labyrinthiformis,permil,d18O,CE
iso2k_1745,Speleothem,SP10SUSE,570.0,64.88999938964844,14.15999984741211,"Korallgrottan, Sweden",negaitive,Annual,temperature,regional and hemispheric temperature,https://www.ncdc.noaa.gov/paleo/study/9745,Iso2k v1.1.2,; archiveType changed - was originally Speleothem (SP),d18O,nan,permil,d18O,CE
iso2k_1748,Coral,CO06DATZ,-6.0,-8.01669979095459,39.5,"Mafia Archipelago, Tanzania",decrease/increase,subannual,temperature,sea surface,https://www.ncdc.noaa.gov/paleo/study/10808,Iso2k v1.1.2,"; climateInterpretation_seasonality changed - was originally monthly, bimonthly; archiveType changed - was originally Coral (CO)",d18O,NA,permil,d18O,CE
iso2k_1750,LakeSediment,LS01HUFA,320.0,62.54999923706055,-153.63330078125,Farewell Lake,N/A,Growing Season,temperature,N/A,https://www.ncdc.noaa.gov/paleo/study/10455,Iso2k v1.1.2,; archiveType changed - was originally Lake sediment (LS),d18O,nan,permil,d18O,CE
iso2k_1753,LakeSediment,LS01HUFA,320.0,62.54999923706055,-153.63330078125,Farewell Lake,N/A,Summer,temperature,lake water,https://www.ncdc.noaa.gov/paleo/study/10455,Iso2k v1.1.2,; archiveType changed - was originally Lake sediment (LS),d18O,nan,permil,d18O,CE
iso2k_1754,Coral,CO09NAKY,-4.400000095367432,-3.200000047683716,40.099998474121094,Malindi,decrease/increase,subannual,temperature,sea surface,https://www.ncdc.noaa.gov/paleo/study/12994,Iso2k v1.1.2,; climateInterpretation_seasonality changed - was originally monthly; archiveType changed - was originally Coral (CO),d18O,NA,permil,d18O,CE
iso2k_1756,MarineSediment,MS03BRNS,-1048.0,66.96980285644531,7.6392998695373535,Nordic Seas,decrease/increase,deleteMe,temperature,NaN,https://doi.pangaea.de/10.1594/PANGAEA.760166,Iso2k v1.1.2,; archiveType changed - was originally Marine sediment (MS),d18O,nan,permil,d18O,CE
iso2k_1762,Coral,CO17XISC01A,nan,19.395000457763672,110.75309753417969,Hainan Island,N/A,N/A,N/A,N/A,https://ars-els-cdn-com.libezp.lib.lsu.edu/content/image/1-s2.0-S1367912016304138-mmc1.xlsx,Iso2k v1.1.2,nan,d18O,nan,permil,d18O,CE
iso2k_1763,Coral,CO17XISC01A,nan,19.395000457763672,110.75309753417969,Hainan Island,N/A,N/A,N/A,N/A,https://ars-els-cdn-com.libezp.lib.lsu.edu/content/image/1-s2.0-S1367912016304138-mmc1.xlsx,Iso2k v1.1.2,nan,d18O,nan,permil,d18O,CE
iso2k_1770,GlacierIce,IC10VIP3,nan,65.18329620361328,-43.83000183105469,PC3,positive,Annual,temperature,air@surface,http://www.iceandclimate.nbi.ku.dk/data/Vinther_etal_2010_data_02feb2010.xls,Iso2k v1.1.2,; archiveType changed - was originally Ice core (IC),d18O,nan,nan,d18O,CE
iso2k_1772,GlacierIce,IC10VIP3,nan,65.18329620361328,-43.83000183105469,PC3,N/A,Annual,temperature,air@surface,http://www.iceandclimate.nbi.ku.dk/data/Vinther_etal_2010_data_02feb2010.xls,Iso2k v1.1.2,; archiveType changed - was originally Ice core (IC),d18O,nan,unitless,d18O,CE
iso2k_1779,GlacierIce,IC97GRGI,3200.0,72.5999984741211,-38.5,GISP2,positive,Annual,temperature,air@surface,https://www.ncdc.noaa.gov/paleo/study/17796,Iso2k v1.1.2,; archiveType changed  was originally Ice core (IC),d18O,nan,permil,d18O,CE
iso2k_1790,Speleothem,SP04DEUS,332.0,44.83330154418945,-92.25,"Crystal Cave, Wisconsin",N/A,Annual,N/A,"Original interpretation_variable: deleteMe, interpretation_variableDetail: more positive values of d13C indicate a spread of C4 prairy grasses and decline of C3 forest plants, more positive d18O indicates evaporation of soil water which is stronger in the prairy environment than in the forsest",https://www.ncdc.noaa.gov/paleo/study/5428,Iso2k v1.1.2,; archiveType changed - was originally Speleothem (SP),d18O,nan,permil,d18O,CE
iso2k_1795,GlacierIce,IC13BOCG,4450.0,45.9296989440918,7.876999855041504,Colle Gnifetti KCI,positive,Summer,temperature,air@surface,https://doi.pangaea.de/10.1594/PANGAEA.874205,Iso2k v1.1.2,; archiveType changed - was originally Ice core (IC),d18O,nan,permil,d18O,CE
iso2k_1798,GlacierIce,IC13BOCG,4450.0,45.9296989440918,7.876999855041504,Colle Gnifetti KCI,positive,Summer,temperature,air@surface,https://doi.pangaea.de/10.1594/PANGAEA.874205,Iso2k v1.1.2,; archiveType changed - was originally Ice core (IC),d18O,nan,permil,d18O,CE
iso2k_1799,GlacierIce,IC13BOCG,4450.0,45.9296989440918,7.876999855041504,Colle Gnifetti KCI,positive,Summer,temperature,air@surface,https://doi.pangaea.de/10.1594/PANGAEA.874205,Iso2k v1.1.2,; archiveType changed - was originally Ice core (IC),d18O,nan,permil,d18O,CE
iso2k_1800,GlacierIce,IC13BOCG,4450.0,45.9296989440918,7.876999855041504,Colle Gnifetti KCI,N/A,Summer,temperature,air@surface,https://doi.pangaea.de/10.1594/PANGAEA.874205,Iso2k v1.1.2,; archiveType changed - was originally Ice core (IC),d18O,nan,permil,d18O,CE
iso2k_1801,LakeSediment,LS12STLI,780.0,48.900001525878906,-117.30000305175781,Lime,decrease,Winter,moisture,"Original interpretation_variable: precipitation, interpretation_variableDetail: ENSO/PDO",https://www.ncdc.noaa.gov/cdo/f?p=519:1:0::::P1_STUDY_ID:13174,Iso2k v1.1.2,; archiveType changed - was originally Lake sediment (LS),d18O,nan,permil,d18O,CE
iso2k_1811,GlacierIce,IC00OE14,2840.0,-74.95999908447266,-1.5,DML Plateau (DML14) FB9815,positive,Annual,temperature,air@surface,https://doi.pangaea.de/10.1594/PANGAEA.104886,Iso2k v1.1.2,; archiveType changed - was originally Ice core (IC),d18O,nan,permil,d18O,CE
iso2k_1813,Coral,CO08HEVE,-2.0,11.770000457763672,-66.75,"Cayo Sal, Los Roques Archipelago, Venezuela",decrease,subannual,temperature,sea surface,https://www.ncdc.noaa.gov/paleo/study/12891,Iso2k v1.1.2,; climateInterpretation_seasonality changed - was originally monthly; archiveType changed - was originally Coral (CO),d18O,Diploria strigosa,permil,d18O,CE
iso2k_1817,Speleothem,SP10HAUS,nan,37.97600173950195,-80.4000015258789,"Buckeye Creek Cave, West Virginia",N/A,Annual,N/A,"Original interpretation_variable: seasonality, interpretation_variableDetail: changes of d18O in speleothems reflect changes of the average d18O of rainfall in the region related to rainfall seasonality",https://www.ncdc.noaa.gov/paleo-search/study/9741,Iso2k v1.1.2,; archiveType changed - was originally Speleothem (SP),d18O,nan,permil,d18O,CE
iso2k_1820,Speleothem,SP10HAUS,nan,37.97600173950195,-80.4000015258789,"Buckeye Creek Cave, West Virginia",N/A,Annual,N/A,"Original interpretation_variable: seasonality, interpretation_variableDetail: changes of d18O in speleothems reflect changes of the average d18O of rainfall in the region related to rainfall seasonality",https://www.ncdc.noaa.gov/paleo-search/study/9741,Iso2k v1.1.2,; archiveType changed - was originally Speleothem (SP),d18O,nan,permil,d18O,CE
iso2k_1823,Speleothem,SP10HAUS,nan,37.97600173950195,-80.4000015258789,"Buckeye Creek Cave, West Virginia",N/A,Annual,N/A,"Original interpretation_variable: seasonality, interpretation_variableDetail: changes of d18O in speleothems reflect changes of the average d18O of rainfall in the region related to rainfall seasonality",https://www.ncdc.noaa.gov/paleo-search/study/9741,Iso2k v1.1.2,; archiveType changed - was originally Speleothem (SP),d18O,nan,permil,d18O,CE
iso2k_1832,GlacierIce,IC10VISG,3098.0,71.1500015258789,-35.84000015258789,Site E,positive,Annual,temperature,air@surface,http://www.iceandclimate.nbi.ku.dk/data/Vinther_etal_2010_data_02feb2010.xls,Iso2k v1.1.2,; archiveType changed - was originally Ice core (IC),d18O,nan,permil,d18O,CE
iso2k_1835,GlacierIce,IC10VISG,3098.0,71.1500015258789,-35.84000015258789,Site E,N/A,Annual,temperature,air@surface,http://www.iceandclimate.nbi.ku.dk/data/Vinther_etal_2010_data_02feb2010.xls,Iso2k v1.1.2,; archiveType changed - was originally Ice core (IC),d18O,nan,permil,d18O,CE
iso2k_1837,LakeSediment,LS17BAHA01,12.0,79.77330017089844,10.737799644470215,Haklyutvatnet,N/A,N/A,moisture,"Original interpretation_variable: precipitationIsotope, interpretation_variableDetail: Competing influence of polar and maritime airmasses",this compilation,Iso2k v1.1.2,nan,dD,nan,permil,d2H,CE
iso2k_1839,LakeSediment,LS17BAHA01,12.0,79.77330017089844,10.737799644470215,Haklyutvatnet,N/A,N/A,moisture,"Original interpretation_variable: precipitationIsotope, interpretation_variableDetail: Competing influence of polar and maritime airmasses",this compilation,Iso2k v1.1.2,nan,dD,nan,permil,d2H,CE
iso2k_1846,GlacierIce,IC10VID3,2480.0,65.18000030517578,-43.83000183105469,DYE3,N/A,N/A,N/A,N/A,http://www.iceandclimate.nbi.ku.dk/data/Vinther_etal_2010_data_02feb2010.xls,Iso2k v1.1.2,; archiveType changed  was originally Ice core (IC),d18O,nan,permil,d18O,CE
iso2k_1848,GlacierIce,IC10VID3,2480.0,65.18000030517578,-43.83000183105469,DYE3,positive,Annual,temperature,air@surface,http://www.iceandclimate.nbi.ku.dk/data/Vinther_etal_2010_data_02feb2010.xls,Iso2k v1.1.2,; archiveType changed  was originally Ice core (IC),d18O,nan,permil,d18O,CE
iso2k_1850,GlacierIce,IC10VID3,2480.0,65.18000030517578,-43.83000183105469,DYE3,N/A,N/A,N/A,N/A,http://www.iceandclimate.nbi.ku.dk/data/Vinther_etal_2010_data_02feb2010.xls,Iso2k v1.1.2,; archiveType changed  was originally Ice core (IC),d18O,nan,permil,d18O,CE
iso2k_1851,GlacierIce,IC10VID3,2480.0,65.18000030517578,-43.83000183105469,DYE3,N/A,N/A,N/A,N/A,http://www.iceandclimate.nbi.ku.dk/data/Vinther_etal_2010_data_02feb2010.xls,Iso2k v1.1.2,; archiveType changed  was originally Ice core (IC),d18O,nan,permil,d18O,CE
iso2k_1852,GlacierIce,IC10VID3,2480.0,65.18000030517578,-43.83000183105469,DYE3,N/A,N/A,N/A,N/A,http://www.iceandclimate.nbi.ku.dk/data/Vinther_etal_2010_data_02feb2010.xls,Iso2k v1.1.2,; archiveType changed  was originally Ice core (IC),d18O,nan,permil,d18O,CE
iso2k_1853,GlacierIce,IC10VID3,2480.0,65.18000030517578,-43.83000183105469,DYE3,N/A,N/A,N/A,N/A,http://www.iceandclimate.nbi.ku.dk/data/Vinther_etal_2010_data_02feb2010.xls,Iso2k v1.1.2,; archiveType changed  was originally Ice core (IC),d18O,nan,permil,d18O,CE
iso2k_1854,GlacierIce,IC10VID3,2480.0,65.18000030517578,-43.83000183105469,DYE3,N/A,N/A,N/A,N/A,http://www.iceandclimate.nbi.ku.dk/data/Vinther_etal_2010_data_02feb2010.xls,Iso2k v1.1.2,; archiveType changed  was originally Ice core (IC),d18O,nan,permil,d18O,CE
iso2k_1855,GlacierIce,IC10VID3,2480.0,65.18000030517578,-43.83000183105469,DYE3,N/A,N/A,N/A,N/A,http://www.iceandclimate.nbi.ku.dk/data/Vinther_etal_2010_data_02feb2010.xls,Iso2k v1.1.2,; archiveType changed  was originally Ice core (IC),d18O,nan,permil,d18O,CE
iso2k_1856,Speleothem,SP12ERUS,1300.0,42.097999572753906,-123.4072036743164,Oregon Caves,"positive for d18O-temperature relation, negative for d13C-precipiation amount",Annual,moisture,"Original interpretation_variable: precipitation, interpretation_variableDetail: d18O changes of speleothems reflect effects of temperature on raifnall d18O, rainfall amounts affect cave hydrology and biomass density above the cave, which is recorded in d13C of speleothems",https://www.ncdc.noaa.gov/paleo/study/13543,Iso2k v1.1.2,; archiveType changed - was originally Speleothem (SP),d18O,nan,permil,d18O,CE
iso2k_1861,Coral,CO00FERA,-6.0,27.850000381469727,34.31999969482422,"Ras Umm Sidd, Red Sea",decrease,subannual,temperature,sea@surface,https://www.ncdc.noaa.gov/paleo/study/1861,Iso2k v1.1.2,; climateInterpretation_seasonality changed - was originally bimonthly; archiveType changed - was originally Coral (CO),d18O,NA,permil,d18O,CE
iso2k_1862,GlacierIce,IC02GR05,2882.0,-75.0,0.009999999776482582,B32Site DML05,positive,Annual,temperature,air@surface,https://doi.pangaea.de/10.1594/PANGAEA.104862,Iso2k v1.1.2,; archiveType changed - was originally Ice core (IC),d18O,nan,permil,d18O,CE
iso2k_1864,Speleothem,SP12FOAT,2531.0,47.09000015258789,11.670000076293945,"Spannagel Cave, Austria",decrease,N/A,temperature,variations in air temperature due to large-scale atmospheric patterns,https://www.ncdc.noaa.gov/paleo/study/14510,Iso2k v1.1.2,; archiveType changed - was originally Speleothem (SP),d18O,nan,permil,d18O,CE
iso2k_1867,Wood,TR16WEMI,3950.0,29.450000762939453,96.43000030517578,"MiMei, China",negative,Jun-Aug,moisture,"Original interpretation_variable: precipitationIsotope, interpretation_variableDetail: precipitation",https://doi.org/10.1594/PANGAEA.869839,Iso2k v1.1.2,nan,d18O,nan,permil,d18O,CE
iso2k_1869,GlacierIce,IC98THSA,6542.0,-18.100000381469727,-68.9000015258789,Sajama,positive,Annual,temperature,air@surface,https://www.ncdc.noaa.gov/paleo-search/study/2448,Iso2k v1.1.2,; archiveType changed - was originally Ice core (IC); archiveType changed - was originally Ice core (IC),d18O,nan,permil,d18O,CE
iso2k_1872,GlacierIce,IC08VIRE,2350.0,71.2699966430664,-26.729999542236328,Renland,positive,Annual,temperature,air@surface,https://www.ncdc.noaa.gov/paleo/study/11131,Iso2k v1.1.2,; archiveType changed - was originally Ice core (IC); archiveType changed - was originally Ice core (IC),d18O,nan,permil,d18O,CE
iso2k_1875,Speleothem,SP11BEMX,1030.0,18.18000030517578,-99.91999816894531,"Cueva del Diablo, Mexico",negative,Annual,moisture,"Original interpretation_variable: precipitation, interpretation_variableDetail: higher values are related to less rainfall - this can be realted to less moisture influex from the Caribbean due to a southward shift of the ITCZ in phases when high amounts of meltwater enter the cooling north Atlantic Ocean; after ~4.3 ka the connection to the north Atalatic is lost and ENSO becomes more important with warm ENSO events (El Nino) causing higher d18O",https://www.ncdc.noaa.gov/paleo/study/10670,Iso2k v1.1.2,; archiveType changed - was originally Speleothem (SP),d18O,nan,permil,d18O,CE
iso2k_1883,Speleothem,SP08VBPE,1000.0,-5.940000057220459,-77.30999755859375,"Cueva del Tigre Perdido, Peru",N/A,N/A,moisture,"Original interpretation_variable: precipitation, interpretation_variableDetail: N/A",https://www.ncdc.noaa.gov/paleo/study/9790,Iso2k v1.1.2,; archiveType changed - was originally Speleothem (SP),d18O,nan,permil,d18O,CE
iso2k_1885,GlacierIce,IC13THQU,5670.0,-13.933300018310547,-70.83329772949219,Quelccaya Ice Cap,N/A,Winter,temperature,air@condensationLevel,https://www.ncdc.noaa.gov/paleo/study/14174,Iso2k v1.1.2,; paleoData_variableName changed - was originally d18OiceSMOW; paleoData_units changed - was originally per mil SMOW; climateInterpretation_seasonality changed - was originally austral winter; archiveType changed - was originally ice core,d18O,nan,permil,d18O,CE
iso2k_1898,Wood,TR15YONW,64.0,51.839900970458984,-4.151500225067139,National Botanic Gardens of Wales,negative,Jun-Aug,moisture,"Original interpretation_variable: precipitation, interpretation_variableDetail: Seasonal",this compilation,Iso2k v1.1.2,; archiveType changed  was originally Tree ring cellulose (TR),d18O,nan,permil,d18O,CE
iso2k_1901,Coral,CO17DESC02A,-6.0,19.301000595092773,110.66200256347656,Hainan Island,N/A,N/A,N/A,N/A,https://agupubs.onlinelibrary.wiley.com/action/downloadSupplement?doi=10.1002%2F2016JC012458&file=jgrc22050-sup-0002-2016JC012458-ds01.xlsx,Iso2k v1.1.2,nan,d18O,nan,permil,d18O,CE
iso2k_1902,Coral,CO17DESC02A,-6.0,19.301000595092773,110.66200256347656,Hainan Island,N/A,N/A,N/A,N/A,https://agupubs.onlinelibrary.wiley.com/action/downloadSupplement?doi=10.1002%2F2016JC012458&file=jgrc22050-sup-0002-2016JC012458-ds01.xlsx,Iso2k v1.1.2,nan,d18O,nan,permil,d18O,CE
iso2k_1903,GlacierIce,IC10VIRE,2350.0,71.2699966430664,-26.729999542236328,Renland,positive,Annual,temperature,air@surface,http://www.iceandclimate.nbi.ku.dk/data/Vinther_etal_2010_data_02feb2010.xls,Iso2k v1.1.2,; archiveType changed - was originally Ice core (IC),d18O,nan,permil,d18O,CE
iso2k_1906,GlacierIce,IC10VIRE,2350.0,71.2699966430664,-26.729999542236328,Renland,N/A,Annual,temperature,air@surface,http://www.iceandclimate.nbi.ku.dk/data/Vinther_etal_2010_data_02feb2010.xls,Iso2k v1.1.2,; archiveType changed - was originally Ice core (IC),d18O,nan,permil,d18O,CE
iso2k_1916,GlacierIce,IC09KA79,1700.0,80.69999694824219,-73.0999984741211,Agassiz A79,positive,Annual,temperature,air@surface,https://www.ncdc.noaa.gov/paleo-search/study/2431,Iso2k v1.1.2,; archiveType changed - was originally Ice core (IC),d18O,nan,permil,d18O,CE
iso2k_1918,Wood,TR04EVLI,300.0,10.0,-85.0,"Liberia, Costa Rica",negative,N/A,moisture,"Original interpretation_variable: precipitation, interpretation_variableDetail: Seasonal, annual",https://www.ncdc.noaa.gov/paleo/study/6111,Iso2k v1.1.2,; archiveType changed - was originally Tree ring cellulose (TR),d18O,nan,permil,d18O,CE
iso2k_1922,Coral,CO09FEOG,-5.599999904632568,27.105899810791016,142.19410705566406,Miyanohama,negative,subannual,temperature,sea@surface,https://www.ncdc.noaa.gov/paleo/study/8608,Iso2k v1.1.2,; climateInterpretation_seasonality changed - was originally bimonthly,d18O,NA,permil,d18O,CE
iso2k_1950,Coral,CO17DESC01A,-6.0,19.308000564575195,110.66699981689453,Hainan Island,N/A,N/A,N/A,N/A,https://agupubs.onlinelibrary.wiley.com/action/downloadSupplement?doi=10.1002%2F2016JC012458&file=jgrc22050-sup-0002-2016JC012458-ds01.xlsx,Iso2k v1.1.2,nan,d18O,nan,permil,d18O,CE
iso2k_1951,Coral,CO17DESC01A,-6.0,19.308000564575195,110.66699981689453,Hainan Island,N/A,N/A,N/A,N/A,https://agupubs.onlinelibrary.wiley.com/action/downloadSupplement?doi=10.1002%2F2016JC012458&file=jgrc22050-sup-0002-2016JC012458-ds01.xlsx,Iso2k v1.1.2,nan,d18O,nan,permil,d18O,CE
iso2k_1952,Speleothem,SP99DEUS,360.0,43.470001220703125,-91.97000122070312,"Cold Water Cave, Iowa",N/A,N/A,N/A,N/A,https://www.ncdc.noaa.gov/paleo-search/study/5425,Iso2k v1.1.2,; archiveType changed - was originally Speleothem (SP),d18O,nan,permil,d18O,CE
iso2k_1955,Speleothem,SP99DEUS,360.0,43.470001220703125,-91.97000122070312,"Cold Water Cave, Iowa",N/A,N/A,N/A,"Original interpretation_variable: seasonality, interpretation_variableDetail: N/A",https://www.ncdc.noaa.gov/paleo-search/study/5425,Iso2k v1.1.2,; archiveType changed - was originally Speleothem (SP),d18O,nan,permil,d18O,CE
