datasetId,archiveType,dataSetName,geo_meanElev,geo_meanLat,geo_meanLon,geo_siteName,interpretation_direction,interpretation_seasonality,interpretation_variable,interpretation_variableDetail,originalDataURL,originalDatabase,paleoData_notes,paleoData_proxy,paleoData_sensorSpecies,paleoData_units,paleoData_variableName,yearUnits
sisal_146.0_99,Speleothem,Torrinha cave,680.0,-12.3495,-41.6038,Torrinha cave,N/A,N/A,N/A,N/A,['10.1029/2012gl053936'],SISAL v3,mixed,d13C,N/A,permil,d13C,CE
sisal_146.0_100,Speleothem,Torrinha cave,680.0,-12.3495,-41.6038,Torrinha cave,N/A,N/A,N/A,N/A,['10.1029/2012gl053936'],SISAL v3,mixed,growth rate,N/A,mm/year,growth rate,CE
sisal_147.0_101,Speleothem,Tzabnah cave,20.0,20.73,-89.716,Tzabnah cave,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1016/j.epsl.2010.08.016'],SISAL v3,calcite,d18O,N/A,permil,d18O,CE
sisal_147.0_102,Speleothem,Tzabnah cave,20.0,20.73,-89.716,Tzabnah cave,N/A,N/A,N/A,N/A,['10.1016/j.epsl.2010.08.016'],SISAL v3,calcite,growth rate,N/A,mm/year,growth rate,CE
sisal_148.0_103,Speleothem,Wah Shikhar cave,1290.0,25.25,91.8667,Wah Shikhar cave,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1029/2011gl047713'],SISAL v3,calcite,d18O,N/A,permil,d18O,CE
sisal_148.0_104,Speleothem,Wah Shikhar cave,1290.0,25.25,91.8667,Wah Shikhar cave,N/A,N/A,N/A,N/A,['10.1029/2011gl047713'],SISAL v3,calcite,d13C,N/A,permil,d13C,CE
sisal_148.0_105,Speleothem,Wah Shikhar cave,1290.0,25.25,91.8667,Wah Shikhar cave,N/A,N/A,N/A,N/A,['10.1029/2011gl047713'],SISAL v3,calcite,growth rate,N/A,mm/year,growth rate,CE
sisal_167.0_106,Speleothem,Chilibrillo cave,60.0,9.1741,-79.6164,Chilibrillo cave,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1029/2004jd004694'],SISAL v3,calcite,d18O,N/A,permil,d18O,CE
sisal_167.0_107,Speleothem,Chilibrillo cave,60.0,9.1741,-79.6164,Chilibrillo cave,N/A,N/A,N/A,N/A,['10.1029/2004jd004694'],SISAL v3,calcite,d13C,N/A,permil,d13C,CE
sisal_167.0_108,Speleothem,Chilibrillo cave,60.0,9.1741,-79.6164,Chilibrillo cave,N/A,N/A,N/A,N/A,['10.1029/2004jd004694'],SISAL v3,calcite,growth rate,N/A,mm/year,growth rate,CE
sisal_172.0_109,Speleothem,Furong cave,480.0,29.2289,107.9036,Furong cave,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1016/j.jseaes.2010.06.011'],SISAL v3,aragonite,d18O,N/A,permil,d18O,CE
sisal_172.0_110,Speleothem,Furong cave,480.0,29.2289,107.9036,Furong cave,N/A,N/A,N/A,N/A,['10.1016/j.jseaes.2010.06.011'],SISAL v3,aragonite,d13C,N/A,permil,d13C,CE
sisal_172.0_111,Speleothem,Furong cave,480.0,29.2289,107.9036,Furong cave,N/A,N/A,N/A,N/A,['10.1016/j.jseaes.2010.06.011'],SISAL v3,aragonite,growth rate,N/A,mm/year,growth rate,CE
sisal_178.0_112,Speleothem,Macal Chasm,530.0,16.883,-89.108,Macal Chasm,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1016/j.palaeo.2016.07.007'],SISAL v3,calcite,d18O,N/A,permil,d18O,CE
sisal_178.0_113,Speleothem,Macal Chasm,530.0,16.883,-89.108,Macal Chasm,N/A,N/A,N/A,N/A,['10.1016/j.palaeo.2016.07.007'],SISAL v3,calcite,d13C,N/A,permil,d13C,CE
sisal_178.0_114,Speleothem,Macal Chasm,530.0,16.883,-89.108,Macal Chasm,N/A,N/A,N/A,N/A,['10.1016/j.palaeo.2016.07.007'],SISAL v3,calcite,growth rate,N/A,mm/year,growth rate,CE
sisal_187.0_115,Speleothem,Anjohibe,131.0,-15.53,46.88,Anjohibe,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1016/j.quascirev.2016.01.007'],SISAL v3,calcite,d18O,N/A,permil,d18O,CE
sisal_187.0_116,Speleothem,Anjohibe,131.0,-15.53,46.88,Anjohibe,N/A,N/A,N/A,N/A,['10.1016/j.quascirev.2016.01.007'],SISAL v3,calcite,d13C,N/A,permil,d13C,CE
sisal_187.0_117,Speleothem,Anjohibe,131.0,-15.53,46.88,Anjohibe,N/A,N/A,N/A,N/A,['10.1016/j.quascirev.2016.01.007'],SISAL v3,calcite,growth rate,N/A,mm/year,growth rate,CE
sisal_188.0_118,Speleothem,Anjohibe,131.0,-15.53,46.88,Anjohibe,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1016/j.quascirev.2017.03.017'],SISAL v3,mixed,d18O,N/A,permil,d18O,CE
sisal_188.0_119,Speleothem,Anjohibe,131.0,-15.53,46.88,Anjohibe,N/A,N/A,N/A,N/A,['10.1016/j.quascirev.2017.03.017'],SISAL v3,mixed,d13C,N/A,permil,d13C,CE
sisal_188.0_120,Speleothem,Anjohibe,131.0,-15.53,46.88,Anjohibe,N/A,N/A,N/A,N/A,['10.1016/j.quascirev.2017.03.017'],SISAL v3,mixed,growth rate,N/A,mm/year,growth rate,CE
sisal_189.0_121,Speleothem,Anjohibe,131.0,-15.53,46.88,Anjohibe,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1016/j.palaeo.2017.01.003'],SISAL v3,calcite,d18O,N/A,permil,d18O,CE
sisal_189.0_122,Speleothem,Anjohibe,131.0,-15.53,46.88,Anjohibe,N/A,N/A,N/A,N/A,['10.1016/j.palaeo.2017.01.003'],SISAL v3,calcite,d13C,N/A,permil,d13C,CE
sisal_189.0_123,Speleothem,Anjohibe,131.0,-15.53,46.88,Anjohibe,N/A,N/A,N/A,N/A,['10.1016/j.palaeo.2017.01.003'],SISAL v3,calcite,growth rate,N/A,mm/year,growth rate,CE
sisal_190.0_124,Speleothem,Anjohibe,131.0,-15.53,46.88,Anjohibe,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.5194/cp-2016-137'],SISAL v3,mixed,d18O,N/A,permil,d18O,CE
sisal_190.0_125,Speleothem,Anjohibe,131.0,-15.53,46.88,Anjohibe,N/A,N/A,N/A,N/A,['10.5194/cp-2016-137'],SISAL v3,mixed,d13C,N/A,permil,d13C,CE
sisal_190.0_126,Speleothem,Anjohibe,131.0,-15.53,46.88,Anjohibe,N/A,N/A,N/A,N/A,['10.5194/cp-2016-137'],SISAL v3,mixed,growth rate,N/A,mm/year,growth rate,CE
sisal_197.0_127,Speleothem,Dante cave,1400.0,-19.4,17.8833,Dante cave,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1016/j.palaeo.2013.02.030'],SISAL v3,mixed,d18O,N/A,permil,d18O,CE
sisal_197.0_128,Speleothem,Dante cave,1400.0,-19.4,17.8833,Dante cave,N/A,N/A,N/A,N/A,['10.1016/j.palaeo.2013.02.030'],SISAL v3,mixed,d13C,N/A,permil,d13C,CE
sisal_197.0_129,Speleothem,Dante cave,1400.0,-19.4,17.8833,Dante cave,N/A,N/A,N/A,N/A,['10.1016/j.palaeo.2013.02.030'],SISAL v3,mixed,growth rate,N/A,mm/year,growth rate,CE
sisal_198.0_130,Speleothem,Dante cave,1400.0,-19.4,17.8833,Dante cave,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1177/0959683616660170'],SISAL v3,aragonite,d18O,N/A,permil,d18O,CE
sisal_198.0_131,Speleothem,Dante cave,1400.0,-19.4,17.8833,Dante cave,N/A,N/A,N/A,N/A,['10.1177/0959683616660170'],SISAL v3,aragonite,d13C,N/A,permil,d13C,CE
sisal_198.0_132,Speleothem,Dante cave,1400.0,-19.4,17.8833,Dante cave,N/A,N/A,N/A,N/A,['10.1177/0959683616660170'],SISAL v3,aragonite,growth rate,N/A,mm/year,growth rate,CE
sisal_201.0_133,Speleothem,Klapferloch cave,1140.0,46.95,10.55,Klapferloch cave,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1002/jqs.1490'],SISAL v3,calcite,d18O,N/A,permil,d18O,CE
sisal_201.0_134,Speleothem,Klapferloch cave,1140.0,46.95,10.55,Klapferloch cave,N/A,N/A,N/A,N/A,['10.1002/jqs.1490'],SISAL v3,calcite,d13C,N/A,permil,d13C,CE
sisal_201.0_135,Speleothem,Klapferloch cave,1140.0,46.95,10.55,Klapferloch cave,N/A,N/A,N/A,N/A,['10.1002/jqs.1490'],SISAL v3,calcite,growth rate,N/A,mm/year,growth rate,CE
sisal_203.0_136,Speleothem,Lapa Doce cave,680.0,-12.3344,-41.6043,Lapa Doce cave,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1029/2012gl053936'],SISAL v3,mixed,d18O,N/A,permil,d18O,CE
sisal_203.0_137,Speleothem,Lapa Doce cave,680.0,-12.3344,-41.6043,Lapa Doce cave,N/A,N/A,N/A,N/A,['10.1029/2012gl053936'],SISAL v3,mixed,d13C,N/A,permil,d13C,CE
sisal_203.0_138,Speleothem,Lapa Doce cave,680.0,-12.3344,-41.6043,Lapa Doce cave,N/A,N/A,N/A,N/A,['10.1029/2012gl053936'],SISAL v3,mixed,growth rate,N/A,mm/year,growth rate,CE
sisal_204.0_139,Speleothem,Liang Luar,550.0,-8.53,120.43,Liang Luar,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1038/ngeo605'],SISAL v3,calcite,d18O,N/A,permil,d18O,CE
sisal_204.0_140,Speleothem,Liang Luar,550.0,-8.53,120.43,Liang Luar,N/A,N/A,N/A,N/A,['10.1038/ngeo605'],SISAL v3,calcite,growth rate,N/A,mm/year,growth rate,CE
sisal_205.0_141,Speleothem,Liang Luar,550.0,-8.53,120.43,Liang Luar,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1038/ngeo605'],SISAL v3,calcite,d18O,N/A,permil,d18O,CE
sisal_205.0_142,Speleothem,Liang Luar,550.0,-8.53,120.43,Liang Luar,N/A,N/A,N/A,N/A,['10.1038/ngeo605'],SISAL v3,calcite,growth rate,N/A,mm/year,growth rate,CE
sisal_209.0_143,Speleothem,Yok Balum cave,336.0,16.2086,-89.0735,Yok Balum cave,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1126/science.1226299'],SISAL v3,aragonite,d18O,N/A,permil,d18O,CE
sisal_209.0_144,Speleothem,Yok Balum cave,336.0,16.2086,-89.0735,Yok Balum cave,N/A,N/A,N/A,N/A,['10.1126/science.1226299'],SISAL v3,aragonite,d13C,N/A,permil,d13C,CE
sisal_209.0_145,Speleothem,Yok Balum cave,336.0,16.2086,-89.0735,Yok Balum cave,N/A,N/A,N/A,N/A,['10.1126/science.1226299'],SISAL v3,aragonite,growth rate,N/A,mm/year,growth rate,CE
sisal_210.0_146,Speleothem,Yok Balum cave,336.0,16.2086,-89.0735,Yok Balum cave,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1038/ngeo2353'],SISAL v3,aragonite,d18O,N/A,permil,d18O,CE
sisal_210.0_147,Speleothem,Yok Balum cave,336.0,16.2086,-89.0735,Yok Balum cave,N/A,N/A,N/A,N/A,['10.1038/ngeo2353'],SISAL v3,aragonite,d13C,N/A,permil,d13C,CE
sisal_210.0_148,Speleothem,Yok Balum cave,336.0,16.2086,-89.0735,Yok Balum cave,N/A,N/A,N/A,N/A,['10.1038/ngeo2353'],SISAL v3,aragonite,growth rate,N/A,mm/year,growth rate,CE
sisal_226.0_149,Speleothem,Liang Luar,550.0,-8.53,120.43,Liang Luar,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1038/ncomms11719'],SISAL v3,calcite,d18O,N/A,permil,d18O,CE
sisal_226.0_150,Speleothem,Liang Luar,550.0,-8.53,120.43,Liang Luar,N/A,N/A,N/A,N/A,['10.1038/ncomms11719'],SISAL v3,calcite,d13C,N/A,permil,d13C,CE
sisal_226.0_151,Speleothem,Liang Luar,550.0,-8.53,120.43,Liang Luar,N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Mg/Ca,['10.1038/ncomms11719'],SISAL v3,calcite,Mg/Ca,N/A,mmol/mol,Mg/Ca,CE
sisal_226.0_152,Speleothem,Liang Luar,550.0,-8.53,120.43,Liang Luar,N/A,N/A,N/A,N/A,['10.1038/ncomms11719'],SISAL v3,calcite,growth rate,N/A,mm/year,growth rate,CE
sisal_227.0_153,Speleothem,Liang Luar,550.0,-8.53,120.43,Liang Luar,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1038/ncomms11719'],SISAL v3,calcite,d18O,N/A,permil,d18O,CE
sisal_227.0_154,Speleothem,Liang Luar,550.0,-8.53,120.43,Liang Luar,N/A,N/A,N/A,N/A,['10.1038/ncomms11719'],SISAL v3,calcite,d13C,N/A,permil,d13C,CE
sisal_227.0_155,Speleothem,Liang Luar,550.0,-8.53,120.43,Liang Luar,N/A,N/A,N/A,N/A,['10.1038/ncomms11719'],SISAL v3,calcite,growth rate,N/A,mm/year,growth rate,CE
sisal_237.0_156,Speleothem,Bukit Assam cave,150.0,4.03,114.8,Bukit Assam cave,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1038/nature06164'],SISAL v3,calcite,d18O,N/A,permil,d18O,CE
sisal_237.0_157,Speleothem,Bukit Assam cave,150.0,4.03,114.8,Bukit Assam cave,N/A,N/A,N/A,N/A,['10.1038/nature06164'],SISAL v3,calcite,growth rate,N/A,mm/year,growth rate,CE
sisal_238.0_158,Speleothem,Bukit Assam cave,150.0,4.03,114.8,Bukit Assam cave,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1016/j.epsl.2016.02.050'],SISAL v3,calcite,d18O,N/A,permil,d18O,CE
sisal_238.0_159,Speleothem,Bukit Assam cave,150.0,4.03,114.8,Bukit Assam cave,N/A,N/A,N/A,N/A,['10.1016/j.epsl.2016.02.050'],SISAL v3,calcite,d13C,N/A,permil,d13C,CE
sisal_238.0_160,Speleothem,Bukit Assam cave,150.0,4.03,114.8,Bukit Assam cave,N/A,N/A,N/A,N/A,['10.1016/j.epsl.2016.02.050'],SISAL v3,calcite,growth rate,N/A,mm/year,growth rate,CE
sisal_240.0_161,Speleothem,Bunker cave,184.0,51.3675,7.6647,Bunker cave,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.5194/cp-8-1751-2012'],SISAL v3,calcite,d18O,N/A,permil,d18O,CE
sisal_240.0_162,Speleothem,Bunker cave,184.0,51.3675,7.6647,Bunker cave,N/A,N/A,N/A,N/A,['10.5194/cp-8-1751-2012'],SISAL v3,calcite,d13C,N/A,permil,d13C,CE
sisal_240.0_163,Speleothem,Bunker cave,184.0,51.3675,7.6647,Bunker cave,N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Mg/Ca,['10.5194/cp-8-1751-2012'],SISAL v3,calcite,Mg/Ca,N/A,mmol/mol,Mg/Ca,CE
sisal_240.0_164,Speleothem,Bunker cave,184.0,51.3675,7.6647,Bunker cave,N/A,N/A,N/A,N/A,['10.5194/cp-8-1751-2012'],SISAL v3,calcite,growth rate,N/A,mm/year,growth rate,CE
sisal_242.0_165,Speleothem,Bunker cave,184.0,51.3675,7.6647,Bunker cave,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.5194/cp-8-1751-2012'],SISAL v3,calcite,d18O,N/A,permil,d18O,CE
sisal_242.0_166,Speleothem,Bunker cave,184.0,51.3675,7.6647,Bunker cave,N/A,N/A,N/A,N/A,['10.5194/cp-8-1751-2012'],SISAL v3,calcite,d13C,N/A,permil,d13C,CE
sisal_242.0_167,Speleothem,Bunker cave,184.0,51.3675,7.6647,Bunker cave,N/A,N/A,temperature,temperature - manually assigned by DoD2k authors for paleoData_proxy = Mg/Ca,['10.5194/cp-8-1751-2012'],SISAL v3,calcite,Mg/Ca,N/A,mmol/mol,Mg/Ca,CE
sisal_242.0_168,Speleothem,Bunker cave,184.0,51.3675,7.6647,Bunker cave,N/A,N/A,N/A,N/A,['10.5194/cp-8-1751-2012'],SISAL v3,calcite,growth rate,N/A,mm/year,growth rate,CE
sisal_249.0_169,Speleothem,Cueva de Asiul,285.0,43.32,-3.59,Cueva de Asiul,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1038/srep24745'],SISAL v3,calcite,d18O,N/A,permil,d18O,CE
sisal_249.0_170,Speleothem,Cueva de Asiul,285.0,43.32,-3.59,Cueva de Asiul,N/A,N/A,N/A,N/A,['10.1038/srep24745'],SISAL v3,calcite,growth rate,N/A,mm/year,growth rate,CE
sisal_253.0_171,Speleothem,Heshang cave,294.0,30.45,110.4167,Heshang cave,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1016/j.epsl.2007.10.015'],SISAL v3,calcite,d18O,N/A,permil,d18O,CE
sisal_253.0_172,Speleothem,Heshang cave,294.0,30.45,110.4167,Heshang cave,N/A,N/A,N/A,N/A,['10.1016/j.epsl.2007.10.015'],SISAL v3,calcite,d13C,N/A,permil,d13C,CE
sisal_253.0_173,Speleothem,Heshang cave,294.0,30.45,110.4167,Heshang cave,N/A,N/A,N/A,N/A,['10.1016/j.epsl.2007.10.015'],SISAL v3,calcite,growth rate,N/A,mm/year,growth rate,CE
sisal_271.0_174,Speleothem,Buckeye creek,600.0,37.98,-80.4,Buckeye creek,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1016/j.epsl.2010.04.002'],SISAL v3,mixed,d18O,N/A,permil,d18O,CE
sisal_271.0_175,Speleothem,Buckeye creek,600.0,37.98,-80.4,Buckeye creek,N/A,N/A,N/A,N/A,['10.1016/j.epsl.2010.04.002'],SISAL v3,mixed,d13C,N/A,permil,d13C,CE
sisal_271.0_176,Speleothem,Buckeye creek,600.0,37.98,-80.4,Buckeye creek,N/A,N/A,N/A,N/A,['10.1016/j.epsl.2010.04.002'],SISAL v3,mixed,growth rate,N/A,mm/year,growth rate,CE
sisal_272.0_177,Speleothem,Buckeye creek,600.0,37.98,-80.4,Buckeye creek,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1016/j.epsl.2010.04.002'],SISAL v3,mixed,d18O,N/A,permil,d18O,CE
sisal_272.0_178,Speleothem,Buckeye creek,600.0,37.98,-80.4,Buckeye creek,N/A,N/A,N/A,N/A,['10.1016/j.epsl.2010.04.002'],SISAL v3,mixed,growth rate,N/A,mm/year,growth rate,CE
sisal_273.0_179,Speleothem,Buckeye creek,600.0,37.98,-80.4,Buckeye creek,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1016/j.epsl.2010.04.002'],SISAL v3,mixed,d18O,N/A,permil,d18O,CE
sisal_273.0_180,Speleothem,Buckeye creek,600.0,37.98,-80.4,Buckeye creek,N/A,N/A,N/A,N/A,['10.1016/j.epsl.2010.04.002'],SISAL v3,mixed,growth rate,N/A,mm/year,growth rate,CE
sisal_277.0_181,Speleothem,Grotta di Carburangeli,22.0,38.1665,13.1603,Grotta di Carburangeli,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1016/j.yqres.2006.05.003'],SISAL v3,calcite,d18O,N/A,permil,d18O,CE
sisal_277.0_182,Speleothem,Grotta di Carburangeli,22.0,38.1665,13.1603,Grotta di Carburangeli,N/A,N/A,N/A,N/A,['10.1016/j.yqres.2006.05.003'],SISAL v3,calcite,d13C,N/A,permil,d13C,CE
sisal_277.0_183,Speleothem,Grotta di Carburangeli,22.0,38.1665,13.1603,Grotta di Carburangeli,N/A,N/A,N/A,N/A,['10.1016/j.yqres.2006.05.003'],SISAL v3,calcite,growth rate,N/A,mm/year,growth rate,CE
sisal_278.0_184,Speleothem,Dandak cave,400.0,19.0,82.0,Dandak cave,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1016/j.epsl.2009.12.017'],SISAL v3,calcite,d18O,N/A,permil,d18O,CE
sisal_278.0_185,Speleothem,Dandak cave,400.0,19.0,82.0,Dandak cave,N/A,N/A,N/A,N/A,['10.1016/j.epsl.2009.12.017'],SISAL v3,calcite,d13C,N/A,permil,d13C,CE
sisal_278.0_186,Speleothem,Dandak cave,400.0,19.0,82.0,Dandak cave,N/A,N/A,N/A,N/A,['10.1016/j.epsl.2009.12.017'],SISAL v3,calcite,growth rate,N/A,mm/year,growth rate,CE
sisal_286.0_187,Speleothem,Juxtlahuaca cave,934.0,17.4,-99.2,Juxtlahuaca cave,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1130/g32471.1'],SISAL v3,aragonite,d18O,N/A,permil,d18O,CE
sisal_286.0_188,Speleothem,Juxtlahuaca cave,934.0,17.4,-99.2,Juxtlahuaca cave,N/A,N/A,N/A,N/A,['10.1130/g32471.1'],SISAL v3,aragonite,growth rate,N/A,mm/year,growth rate,CE
sisal_289.0_189,Speleothem,Juxtlahuaca cave,934.0,17.4,-99.2,Juxtlahuaca cave,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1016/j.quascirev.2016.11.012'],SISAL v3,aragonite,d18O,N/A,permil,d18O,CE
sisal_289.0_190,Speleothem,Juxtlahuaca cave,934.0,17.4,-99.2,Juxtlahuaca cave,N/A,N/A,N/A,N/A,['10.1016/j.quascirev.2016.11.012'],SISAL v3,aragonite,growth rate,N/A,mm/year,growth rate,CE
sisal_291.0_191,Speleothem,Kinderlinskaya cave,240.0,54.15,56.85,Kinderlinskaya cave,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1038/ngeo2953'],SISAL v3,calcite,d18O,N/A,permil,d18O,CE
sisal_291.0_192,Speleothem,Kinderlinskaya cave,240.0,54.15,56.85,Kinderlinskaya cave,N/A,N/A,N/A,N/A,['10.1038/ngeo2953'],SISAL v3,calcite,d13C,N/A,permil,d13C,CE
sisal_291.0_193,Speleothem,Kinderlinskaya cave,240.0,54.15,56.85,Kinderlinskaya cave,N/A,N/A,N/A,N/A,['10.1038/ngeo2953'],SISAL v3,calcite,growth rate,N/A,mm/year,growth rate,CE
sisal_294.0_194,Speleothem,Oregon caves national monument,1300.0,42.0981,-123.4072,Oregon caves national monument,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1038/ncomms2222'],SISAL v3,calcite,d18O,N/A,permil,d18O,CE
sisal_294.0_195,Speleothem,Oregon caves national monument,1300.0,42.0981,-123.4072,Oregon caves national monument,N/A,N/A,N/A,N/A,['10.1038/ncomms2222'],SISAL v3,calcite,d13C,N/A,permil,d13C,CE
sisal_294.0_196,Speleothem,Oregon caves national monument,1300.0,42.0981,-123.4072,Oregon caves national monument,N/A,N/A,N/A,N/A,['10.1038/ncomms2222'],SISAL v3,calcite,growth rate,N/A,mm/year,growth rate,CE
sisal_298.0_197,Speleothem,Sanbao cave,1900.0,31.667,110.4333,Sanbao cave,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1177/0959683609350393'],SISAL v3,calcite,d18O,N/A,permil,d18O,CE
sisal_298.0_198,Speleothem,Sanbao cave,1900.0,31.667,110.4333,Sanbao cave,N/A,N/A,N/A,N/A,['10.1177/0959683609350393'],SISAL v3,calcite,growth rate,N/A,mm/year,growth rate,CE
sisal_305.0_199,Speleothem,Sofular cave,440.0,41.4167,31.9333,Sofular cave,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1029/2009gl040050'],SISAL v3,calcite,d18O,N/A,permil,d18O,CE
sisal_305.0_200,Speleothem,Sofular cave,440.0,41.4167,31.9333,Sofular cave,N/A,N/A,N/A,N/A,['10.1029/2009gl040050'],SISAL v3,calcite,d13C,N/A,permil,d13C,CE
sisal_305.0_201,Speleothem,Sofular cave,440.0,41.4167,31.9333,Sofular cave,N/A,N/A,N/A,N/A,['10.1029/2009gl040050'],SISAL v3,calcite,growth rate,N/A,mm/year,growth rate,CE
sisal_310.0_202,Speleothem,Cova da Arcoia,1240.0,42.61,-7.09,Cova da Arcoia,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1016/j.palaeo.2011.02.030'],SISAL v3,mixed,d18O,N/A,permil,d18O,CE
sisal_310.0_203,Speleothem,Cova da Arcoia,1240.0,42.61,-7.09,Cova da Arcoia,N/A,N/A,N/A,N/A,['10.1016/j.palaeo.2011.02.030'],SISAL v3,mixed,d13C,N/A,permil,d13C,CE
sisal_310.0_204,Speleothem,Cova da Arcoia,1240.0,42.61,-7.09,Cova da Arcoia,N/A,N/A,N/A,N/A,['10.1016/j.palaeo.2011.02.030'],SISAL v3,mixed,growth rate,N/A,mm/year,growth rate,CE
sisal_311.0_205,Speleothem,Botuverá cave,180.0,-27.2247,-49.1569,Botuverá cave,N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1016/j.epsl.2016.06.008'],SISAL v3,calcite,d18O,N/A,permil,d18O,CE
sisal_311.0_206,Speleothem,Botuverá cave,180.0,-27.2247,-49.1569,Botuverá cave,N/A,N/A,N/A,N/A,['10.1016/j.epsl.2016.06.008'],SISAL v3,calcite,d13C,N/A,permil,d13C,CE
sisal_311.0_207,Speleothem,Botuverá cave,180.0,-27.2247,-49.1569,Botuverá cave,N/A,N/A,N/A,N/A,['10.1016/j.epsl.2016.06.008'],SISAL v3,calcite,growth rate,N/A,mm/year,growth rate,CE
sisal_319.0_208,Speleothem,Gunung-buda cave (snail shell cave),150.0,4.02,114.48,Gunung-buda cave (snail shell cave),N/A,N/A,temperature+moisture,temperature+moisture - manually assigned by DoD2k authors for paleoData_proxy = d18O.,['10.1038/nature06164'],SISAL v3,calcite,d18O,N/A,permil,d18O,CE
sisal_319.0_209,Speleothem,Gunung-buda cave (snail shell cave),150.0,4.02,114.48,Gunung-buda cave (snail shell cave),N/A,N/A,N/A,N/A,['10.1038/nature06164'],SISAL v3,calcite,growth rate,N/A,mm/year,growth rate,CE
