index 1,index 2,ID 1,ID 2,correlation,distance (km)
609,610,pages2k_1932,pages2k_1934,1.0,0.0
614,3955,pages2k_1942,ch2k_ZI04IFR01_26,1.0,0.0
614,4222,pages2k_1942,iso2k_257,1.0,0.0
624,625,pages2k_1972,pages2k_1973,0.999919760317777,0.0
626,628,pages2k_1976,pages2k_1980,1.0,0.0
627,629,pages2k_1978,pages2k_1983,1.0,0.0
630,4449,pages2k_1985,iso2k_1294,1.0,0.022267136932497017
632,633,pages2k_1989,pages2k_1991,0.9999999999990443,0.0
634,4043,pages2k_1994,ch2k_DE12ANC01_258,0.9988073192203925,0.8847115797978425
639,1420,pages2k_2013,FE23_northamerica_canada_cana097,0.9782537218847712,5.676742833608837
647,3954,pages2k_2042,ch2k_TU95MAD01_24,0.9999999999999999,0.0
647,4169,pages2k_2042,iso2k_20,0.9999999999999999,0.0
655,2648,pages2k_2059,FE23_northamerica_usa_ak058,0.9938599924899512,2.0092840563554346
661,1344,pages2k_2085,FE23_northamerica_canada_cana002,0.980212847340203,3.8321240746850656
663,4117,pages2k_2094,ch2k_TU01DEP01_450,1.0,0.047479212299464564
663,4429,pages2k_2094,iso2k_1201,1.0,0.047479212299464564
665,667,pages2k_2098,pages2k_2103,0.990390473253425,0.0
670,3103,pages2k_2110,FE23_northamerica_usa_co554,0.9663565642909764,3.978640208073092
682,684,pages2k_2146,pages2k_2149,0.9676859064640569,0.0
682,685,pages2k_2146,pages2k_2150,0.9832956643776358,0.0
684,685,pages2k_2149,pages2k_2150,0.9910167365890014,0.0
688,1477,pages2k_2156,FE23_northamerica_canada_cana169w,0.9602961986074566,4.264518653507087
704,4519,pages2k_2214,iso2k_1631,1.0,0.0
709,2493,pages2k_2220,FE23_asia_russ127w,0.9883046822070582,0.23755598128809655
712,2243,pages2k_2226,FE23_asia_mong007w,0.9988174986654474,0.0
728,2660,pages2k_2265,FE23_northamerica_usa_ak070,0.9637690332839383,2.0092840563554346
736,737,pages2k_2287,pages2k_2290,0.9999995540362934,0.0
742,4010,pages2k_2300,ch2k_OS14RIP01_174,0.9999999872284353,0.0
744,2242,pages2k_2303,FE23_asia_mong006,0.9987646516935693,0.37072945852236205
747,4024,pages2k_2309,ch2k_WE09ARR01_208,0.9999999999999999,0.5077625559620448
748,4025,pages2k_2311,ch2k_WE09ARR01_210,1.0,0.5077625559620448
752,2704,pages2k_2319,FE23_northamerica_usa_ak6,0.9731445668448404,3.840937938296045
755,757,pages2k_2339,pages2k_2344,0.9819400601513617,0.0
763,3873,pages2k_2361,FE23_northamerica_usa_wa097,0.9933066574854877,3.727634529190587
