"site_id","entity_id","entity_name","entity_status","corresponding_current","persist_id","depth_ref","geology","rock_age","wokam","vegetation_type","land_use","copernicus_lcc","cover_type","cover_thickness","host_rock_trace_elements","drip_water_trace_elements","distance_entrance","speleothem_type","drip_type","drip_height","d13C","d18O","iso_std","d18O_water_equilibrium","d18O_dripwater_carbonate_difference","organics","fluid_inclusions","mineralogy_petrology_fabric","clumped_isotopes","noble_gas_temperatures","C14","ODL","Sr_Ca","Sr_Ca_method","Sr_Ca_std","Sr_Ca_downsampled","Sr_Ca_downsampling_method","Mg_Ca","Mg_Ca_method","Mg_Ca_std","Mg_Ca_downsampled","Mg_Ca_downsampling_method","Ba_Ca","Ba_Ca_method","Ba_Ca_std","Ba_Ca_downsampled","Ba_Ca_downsampling_method","U_Ca","U_Ca_method","U_Ca_std","U_Ca_downsampled","U_Ca_downsampling_method","P_Ca","P_Ca_method","P_Ca_std","P_Ca_downsampled","P_Ca_downsampling_method","Sr_isotopes","Sr_isotopes_method","Sr_isotopes_std","trace_elements_datafile","trace_elements_metadatafile","cave_map","entity_scan","contact","data_DOI_URL"
1,1,"BT-1","current",NA,"1-BT1","from top","limestone","Pleistocene","discontinuous carbonate","unknown","unknown","closed forest, evergreen needle leaf","unknown",30,"no","no",32.4,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","unknown",NA,"no","no","yes","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Hai Cheng","https://www.ncdc.noaa.gov/paleo/study/20449"
1,2,"BT-2.1","current",NA,"1-BT21","from top","limestone","Pleistocene","discontinuous carbonate","unknown","unknown","closed forest, evergreen needle leaf","unknown",30,"no","no",32.4,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","unknown",NA,"no","no","yes","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Hai Cheng","https://www.ncdc.noaa.gov/paleo/study/20449"
1,3,"BT-2.2","current",NA,"1-BT22","from top","limestone","Pleistocene","discontinuous carbonate","unknown","unknown","closed forest, evergreen needle leaf","unknown",30,"no","no",32.4,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","unknown",NA,"no","no","yes","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Hai Cheng","https://www.ncdc.noaa.gov/paleo/study/20449"
1,4,"BT-2.3","current",NA,"1-BT23","from top","limestone","Pleistocene","discontinuous carbonate","unknown","unknown","closed forest, evergreen needle leaf","unknown",30,"no","no",32.4,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","unknown",NA,"no","no","yes","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Hai Cheng","https://www.ncdc.noaa.gov/paleo/study/20449"
1,5,"BT-2.4","current",NA,"1-BT24","from top","limestone","Pleistocene","discontinuous carbonate","unknown","unknown","closed forest, evergreen needle leaf","unknown",30,"no","no",32.4,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","unknown",NA,"no","no","yes","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Hai Cheng","https://www.ncdc.noaa.gov/paleo/study/20449"
1,6,"BT-2.5","current",NA,"1-BT25","from top","limestone","Pleistocene","discontinuous carbonate","unknown","unknown","closed forest, evergreen needle leaf","unknown",30,"no","no",32.4,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","unknown",NA,"no","no","yes","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Hai Cheng","https://www.ncdc.noaa.gov/paleo/study/20449"
1,7,"BT-4","current",NA,"1-BT4","from top","limestone","Pleistocene","discontinuous carbonate","unknown","unknown","closed forest, evergreen needle leaf","unknown",30,"no","no",32.4,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","unknown",NA,"no","no","yes","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Hai Cheng","https://www.ncdc.noaa.gov/paleo/study/20449"
1,8,"BT-6","current",NA,"1-BT6","from top","limestone","Pleistocene","discontinuous carbonate","unknown","unknown","closed forest, evergreen needle leaf","unknown",30,"no","no",32.4,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","unknown",NA,"no","no","yes","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Hai Cheng","https://www.ncdc.noaa.gov/paleo/study/20449"
1,9,"BT-8","current",NA,"1-BT8","from top","limestone","Pleistocene","discontinuous carbonate","unknown","unknown","closed forest, evergreen needle leaf","unknown",30,"no","no",32.4,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","unknown",NA,"no","no","yes","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Hai Cheng","https://www.ncdc.noaa.gov/paleo/study/20449"
1,10,"BT-9","current",NA,"1-BT9","from top","limestone","Pleistocene","discontinuous carbonate","unknown","unknown","closed forest, evergreen needle leaf","unknown",30,"no","no",32.4,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","unknown",NA,"no","no","yes","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Hai Cheng","https://www.ncdc.noaa.gov/paleo/study/20449"
2,11,"KS06-A-H","current",NA,"2-KS06AH","from top","limestone","Pleistocene",NA,"sparse","unknown","closed forest, evergreen needle leaf","thin",NA,NA,NA,NA,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","unknown",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","yes","Hai Cheng","https://www.ncdc.noaa.gov/paleo/study/21350 "
2,12,"KS06-A","current",NA,"2-KS06A","from top","limestone","Pleistocene",NA,"sparse","unknown","closed forest, evergreen needle leaf","thin",NA,NA,NA,NA,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","unknown",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","yes","Hai Cheng","https://www.ncdc.noaa.gov/paleo/study/21351"
2,13,"KS06-B","current",NA,"2-KS06B","from top","limestone","Pleistocene",NA,"sparse","unknown","closed forest, evergreen needle leaf","thin",NA,NA,NA,NA,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","unknown",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","yes","Hai Cheng","https://www.ncdc.noaa.gov/paleo/study/21352"
2,14,"KS08-1-H","current",NA,"2-KS081H","from top","limestone","Pleistocene",NA,"sparse","unknown","closed forest, evergreen needle leaf","thin",NA,NA,NA,NA,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","unknown",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","yes","Hai Cheng","https://www.ncdc.noaa.gov/paleo/study/21353"
2,15,"KS08-1","current",NA,"2-KS081","from top","limestone","Pleistocene",NA,"sparse","unknown","closed forest, evergreen needle leaf","thin",NA,NA,NA,NA,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","unknown",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","yes","Hai Cheng","https://www.ncdc.noaa.gov/paleo/study/21354"
2,16,"KS08-2-H","current",NA,"2-KS082H","from top","limestone","Pleistocene",NA,"sparse","unknown","closed forest, evergreen needle leaf","thin",NA,NA,NA,NA,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","unknown",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","yes","Hai Cheng","https://www.ncdc.noaa.gov/paleo/study/21355"
2,17,"KS08-2","current",NA,"2-KS082","from top","limestone","Pleistocene",NA,"sparse","unknown","closed forest, evergreen needle leaf","thin",NA,"unknown","unknown",NA,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","unknown",NA,"no","no","no","no","no","no","no","yes","unknown","unknown","Yes-SISAL downsampled","linear interpolation","yes","micro XRF (ITRAX)","unknown","Yes-SISAL downsampled","linear interpolation","yes","micro XRF (ITRAX)","unknown","Yes-SISAL downsampled","linear interpolation","yes","micro XRF (ITRAX)","unknown","Yes-SISAL downsampled","linear interpolation","no",NA,NA,NA,NA,"no",NA,NA,"yes","no","no","yes","Jonathan Baker","https://www.ncei.noaa.gov/pub/data/paleo/speleothem/asia/china/kesang2016ks08-2elem.txt"
2,18,"KS08-2-MIS3","current",NA,"2-KS082MIS3","from top","limestone","Pleistocene",NA,"sparse","unknown","closed forest, evergreen needle leaf","thin",NA,NA,NA,NA,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","unknown",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Hai Cheng","https://www.ncdc.noaa.gov/paleo/study/21357"
2,19,"KS08-6","current",NA,"2-KS086","from top","limestone","Pleistocene",NA,"sparse","unknown","closed forest, evergreen needle leaf","thin",NA,NA,NA,NA,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","unknown",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Hai Cheng","https://www.ncdc.noaa.gov/paleo/study/21357"
3,20,"PAR01","current",NA,"3-PAR01","from top","limestone","Carboniferous","continuous carbonate","unknown","unknown","closed forest, evergreen broad leaf","unknown",NA,NA,NA,200,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","yes",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Xianfeng Wang",NA
3,21,"PAR03","current",NA,"3-PAR03","from top","limestone","Carboniferous","continuous carbonate","unknown","unknown","closed forest, evergreen broad leaf","unknown",NA,NA,NA,200,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","yes",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Xianfeng Wang",NA
3,22,"PAR06","current",NA,"3-PAR06","from top","limestone","Carboniferous","continuous carbonate","unknown","unknown","closed forest, evergreen broad leaf","unknown",NA,NA,NA,500,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","yes",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Xianfeng Wang",NA
3,23,"PAR07","current",NA,"3-PAR07","from top","limestone","Carboniferous","continuous carbonate","unknown","unknown","closed forest, evergreen broad leaf","unknown",NA,NA,NA,500,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","yes",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Xianfeng Wang",NA
3,24,"PAR08","current",NA,"3-PAR08","from top","limestone","Carboniferous","continuous carbonate","unknown","unknown","closed forest, evergreen broad leaf","unknown",NA,NA,NA,500,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","yes",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Xianfeng Wang",NA
3,25,"PAR16","current",NA,"3-PAR16","from top","limestone","Carboniferous","continuous carbonate","unknown","unknown","closed forest, evergreen broad leaf","unknown",NA,NA,NA,200,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","yes",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Xianfeng Wang",NA
3,26,"PAR24","current",NA,"3-PAR24","from top","limestone","Carboniferous","continuous carbonate","unknown","unknown","closed forest, evergreen broad leaf","unknown",NA,NA,NA,200,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","yes",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Xianfeng Wang",NA
4,27,"Vil-stm6","current",NA,"4-VILSTM6","from base","limestone","Jurassic","continuous carbonate","trees and grass","unknown","open forest, other","thin",NA,"unknown","unknown",NA,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","unknown",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Inga Labuhn",NA
4,28,"Vil-stm9","current",NA,"4-VILSTM9","from base","limestone","Jurassic","continuous carbonate","trees and grass","unknown","open forest, other","thin",30,"unknown","unknown",NA,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","unknown",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Inga Labuhn",NA
4,29,"Vil-stm11","current",NA,"4-VILSTM11","from base","limestone","Jurassic","continuous carbonate","trees and grass","unknown","open forest, other","thin",40,"unknown","unknown",200,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","no",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Inga Labuhn",NA
4,30,"Vil-stm14","current",NA,"4-VILSTM14","from base","limestone","Jurassic","continuous carbonate","trees and grass","unknown","open forest, other","thin",30,"unknown","unknown",NA,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","unknown",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Inga Labuhn",NA
4,31,"Vil-stm27","current",NA,"4-VILSTM27","from base","limestone","Jurassic","continuous carbonate","trees and grass","unknown","open forest, other","thin",30,"unknown","unknown",NA,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","unknown",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Inga Labuhn",NA
4,32,"Vil-car1","current",NA,"4-VILCAR1","from top","limestone","Jurassic","continuous carbonate","trees and grass","unknown","open forest, other","thin",25,"unknown","unknown",150,"flowstone","unknown",NA,"yes","yes","Vienna-PDB","no",NA,"no","yes","yes","yes","no","no","no","yes","unknown",NA,"No-aliquots of same powder used for stable isotope and trace element measurements",NA,"yes","solution ICP-AES",NA,"No-aliquots of same powder used for stable isotope and trace element measurements",NA,"yes","solution ICP-AES",NA,"No-aliquots of same powder used for stable isotope and trace element measurements",NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"yes","no","no","no","Franziska Lechleitner",NA
4,33,"Vil-stm1","current",NA,"4-VILSTM1","from top","limestone","Jurassic","continuous carbonate","trees and grass","unknown","open forest, other","thin",8,"unknown","unknown",150,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","no",NA,"no","yes","no","no","no","yes","no","yes","solution ICP-MS",NA,"No-but different powders used for stable isotope and trace element measurements",NA,"yes","solution ICP-MS",NA,"No-but different powders used for stable isotope and trace element measurements",NA,"yes","solution ICP-MS",NA,"No-but different powders used for stable isotope and trace element measurements",NA,"yes","solution ICP-MS",NA,"No-but different powders used for stable isotope and trace element measurements",NA,"no",NA,NA,NA,NA,"no",NA,NA,"yes","no","no","no","Franziska Lechleitner",NA
5,34,"YK5","current",NA,"5-YK5","from top","limestone","Permian","discontinuous carbonate","unknown","unknown","closed forest, evergreen broad leaf","unknown",NA,NA,NA,NA,"stalagmite","unknown",NA,"no","yes","Vienna-PDB","yes",NA,"no","no","yes","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"yes","yes","Ting Yong Li",NA
5,35,"YK12","current",NA,"5-YK12","from top","limestone","Permian","discontinuous carbonate","unknown","unknown","closed forest, evergreen broad leaf","unknown",NA,NA,NA,NA,"stalagmite","unknown",NA,"no","yes","Vienna-PDB","yes",NA,"no","no","yes","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"yes","yes","Ting Yong Li",NA
5,36,"YK23","current",NA,"5-YK23","from top","limestone","Permian","discontinuous carbonate","unknown","unknown","closed forest, evergreen broad leaf","unknown",NA,NA,NA,NA,"stalagmite","unknown",NA,"no","yes","Vienna-PDB","yes",NA,"no","no","yes","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"yes","yes","Ting Yong Li",NA
5,37,"YK47","current",NA,"5-YK47","from top","limestone","Permian","discontinuous carbonate","unknown","unknown","closed forest, evergreen broad leaf","unknown",NA,NA,NA,NA,"stalagmite","unknown",NA,"no","yes","Vienna-PDB","yes",NA,"no","no","yes","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"yes","yes","Ting Yong Li",NA
5,38,"YK61","current",NA,"5-YK61","from top","limestone","Permian","discontinuous carbonate","unknown","unknown","closed forest, evergreen broad leaf","unknown",NA,NA,NA,NA,"stalagmite","unknown",NA,"no","yes","Vienna-PDB","yes",NA,"no","no","yes","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"yes","yes","Ting Yong Li",NA
5,39,"JFYK7","current",NA,"5-JFYK7","from top","limestone","Permian","discontinuous carbonate","unknown","unknown","closed forest, evergreen broad leaf","unknown",NA,NA,NA,NA,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","yes",NA,"no","no","yes","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"yes","yes","Ting Yong Li",NA
6,40,"MSD","current",NA,"6-MSD","from top","unknown","unknown",NA,"unknown","unknown","cultivated and managed vegetation / agriculture","unknown",NA,NA,NA,35,"stalagmite","unknown",NA,"no","yes","Vienna-PDB","yes",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Jun Hu","https://www.ncdc.noaa.gov/paleo/study/5426"
6,41,"MSL","current partially modified","706","6-MSL","from top","unknown","unknown",NA,"unknown","unknown","cultivated and managed vegetation / agriculture","unknown",NA,NA,NA,35,"stalagmite","unknown",NA,"no","yes","Vienna-PDB","yes",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Jun Hu","https://www.ncdc.noaa.gov/paleo/study/5426"
6,42,"PD","current",NA,"6-PD","from top","unknown","unknown",NA,"unknown","unknown","cultivated and managed vegetation / agriculture","unknown",NA,NA,NA,35,"stalagmite","unknown",NA,"no","yes","Vienna-PDB","yes",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Jun Hu","https://www.ncdc.noaa.gov/paleo/study/5426"
6,43,"YT","current",NA,"6-YT","from top","unknown","unknown",NA,"unknown","unknown","cultivated and managed vegetation / agriculture","unknown",NA,NA,NA,35,"stalagmite","unknown",NA,"no","yes","Vienna-PDB","yes",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Jun Hu","https://www.ncdc.noaa.gov/paleo/study/5426"
6,44,"H82","current",NA,"6-H82","from top","unknown","unknown",NA,"unknown","unknown","cultivated and managed vegetation / agriculture","unknown",NA,NA,NA,35,"stalagmite","unknown",NA,"no","yes","Vienna-PDB","yes",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Jun Hu","https://www.ncdc.noaa.gov/paleo/study/5426"
7,45,"T5","current",NA,"7-T5","from top","dolomite","Precambrian",NA,"trees and grass","unknown","herbaceous vegetation","patchy",22.5,"no","no",100,"stalagmite","unknown",NA,"yes","yes","PDB","yes",NA,"no","no","yes","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Kerstin Braun",NA
7,46,"T7_1999","superseded","49","7-T7","from top","dolomite","Precambrian",NA,"trees and grass","unknown","herbaceous vegetation","patchy",22.5,"no","no",100,"stalagmite","unknown",NA,"yes","yes","PDB","unknown",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Kerstin Braun","https://www.ncdc.noaa.gov/paleo/study/5420"
7,47,"T7_2001","superseded","49","7-T7","from top","dolomite","Precambrian",NA,"trees and grass","unknown","herbaceous vegetation","patchy",22.5,"no","no",100,"stalagmite","unknown",NA,"yes","yes","PDB","unknown",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Kerstin Braun","https://www.ncdc.noaa.gov/paleo/study/5420"
7,48,"T8","current",NA,"7-T8","from top","dolomite","Precambrian",NA,"trees and grass","unknown","herbaceous vegetation","patchy",22.5,"no","no",100,"stalagmite","unknown",NA,"yes","yes","PDB","unknown",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Kerstin Braun","https://www.ncdc.noaa.gov/paleo/study/5432"
7,49,"T7_2013","current",NA,"7-T7","from top","dolomite","Precambrian",NA,"trees and grass","unknown","herbaceous vegetation","patchy",22.5,"no","no",100,"stalagmite","unknown",NA,"yes","yes","Vienna-PDB","unknown",NA,"no","no","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Kerstin Braun","https://www.ncdc.noaa.gov/paleo/study/14349"
8,50,"LH-70s-1","current",NA,"8-LH70S1","from top","limestone","Carboniferous","continuous carbonate","moorland","limited or no use","herbaceous vegetation","unknown",50,"unknown","unknown",250,"stalagmite","unknown",NA,"yes","yes","PDB","unknown",NA,"no","yes","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Tim Atkinson",NA
8,51,"LH-70s-2","current",NA,"8-LH70S2","from top","limestone","Carboniferous","continuous carbonate","moorland","limited or no use","herbaceous vegetation","unknown",50,"unknown","unknown",250,"stalagmite","unknown",NA,"yes","yes","PDB","unknown",NA,"no","yes","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Tim Atkinson",NA
8,52,"LH-70s-3","current",NA,"8-LH70S3","from top","limestone","Carboniferous","continuous carbonate","moorland","limited or no use","herbaceous vegetation","unknown",50,"unknown","unknown",250,"stalagmite","unknown",NA,"yes","yes","PDB","unknown",NA,"no","yes","no","no","no","no","no","no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,"no",NA,"no","no","Tim Atkinson",NA
