"dating_id","entity_id","date_type","depth_dating","dating_thickness","lab_num","material_dated","min_weight","max_weight","uncorr_age","uncorr_age_uncert_pos","uncorr_age_uncert_neg","14C_correction","calib_used","date_used","238U_content","238U_uncertainty","232Th_content","232Th_uncertainty","230Th_content","230Th_uncertainty","230Th_232Th_ratio","230Th_232Th_ratio_uncertainty","230Th_238U_activity","230Th_238U_activity_uncertainty","234U_238U_activity","234U_238U_activity_uncertainty","ini_230Th_232Th_ratio","ini_230Th_232Th_ratio_uncertainty","decay_constant","corr_age","corr_age_uncert_pos","corr_age_uncert_neg","date_used_lin_interp","date_used_lin_reg","date_used_Bchron","date_used_Bacon","date_used_OxCal","date_used_copRa","date_used_StalAge"
10592,469,"MC-ICP-MS U/Th",245.5,NA,"L4-251","calcite",NA,NA,5646.85148207,44.2963469725,44.2963469725,NA,NA,"yes",93.8605860678,0.139462033562,56.1796515382,1.27000717829,NA,NA,1495.21860356,35.5575461776,0.0542793705739,0.000408704062816,1.0749552342,0.00142656472645,0.815572292754,0.407786146377,"Cheng et al. 2013",5563.66005521,45.7384941961,45.7384941961,"yes",NA,"yes",NA,"yes","yes",NA
10593,469,"MC-ICP-MS U/Th",260,NA,"LAVI-4-5","calcite",NA,NA,5820.42897123,38.4582149564,38.4582149564,NA,NA,"yes",131.65522854,0.188799272037,44.7594700431,1.68484053238,NA,NA,2710.3048406,103.289302307,0.0558855200622,0.000342169400581,1.07458959763,0.00211693576639,0.815572292754,0.407786146377,"Cheng et al. 2013",5744.22720204,38.9948282584,38.9948282584,"yes",NA,"yes",NA,"yes","yes",NA
10594,469,"MC-ICP-MS U/Th",272.5,NA,"LAVI4-262.5","calcite",NA,NA,6099.52795438,75.1338015086,75.1338015086,NA,NA,"yes",75.9740141451,0.0772705632231,108.876917755,2.45425991929,NA,NA,671.958387942,17.1219115637,0.0584046540099,0.000696391701471,1.07298507307,0.00127767477241,0.815572292754,0.407786146377,"Cheng et al. 2013",5993.69509485,79.9657524129,79.9657524129,"yes",NA,"yes",NA,"yes","yes",NA
10595,470,"MC-ICP-MS U/Th",16.5,NA,"PATA-1-1","calcite",NA,NA,3785.78911695,55.136853395,55.136853395,NA,NA,"yes",182.949519935,0.214299068177,505.919469547,10.2743718638,NA,NA,225.702053145,5.59120678621,0.0378547131808,0.000538842729843,1.10881597311,0.00172838145689,0.815572292754,0.407786146377,"Cheng et al. 2013",3650.26284497,75.2731203011,75.2731203011,"yes",NA,NA,NA,NA,"yes","yes"
10596,470,"MC-ICP-MS U/Th",20,NA,"P1-20","calcite",NA,NA,4463.93527942,36.3992260745,36.3992260745,NA,NA,"yes",198.734170488,0.257975836914,848.49399907,17.0537723005,NA,NA,171.372434145,3.69468192537,0.0443763446326,0.000350899378119,1.10570137902,0.00128443910508,0.815572292754,0.407786146377,"Cheng et al. 2013",4283.64267857,87.34315375,87.34315375,"yes",NA,NA,NA,NA,"yes","yes"
10597,470,"MC-ICP-MS U/Th",22.2,NA,"P1-22.2","calcite",NA,NA,4749.60206762,37.895719647,37.895719647,NA,NA,"yes",203.752164747,0.271493406559,1454.65656472,29.200657014,NA,NA,108.863246323,2.33494269357,0.0471382930624,0.00036160482906,1.1052743243,0.00161820064636,0.815572292754,0.407786146377,"Cheng et al. 2013",4493.70574132,138.170507307,138.170507307,"yes",NA,NA,NA,NA,"yes","yes"
10598,470,"MC-ICP-MS U/Th",25.2,NA,"A1-1","calcite",NA,NA,4946.89692683,48.8492006485,48.8492006485,NA,NA,"yes",168.734907435,0.193468391041,635.945836532,12.7955853689,NA,NA,215.023978169,4.78492211434,0.0491514591115,0.00047060263371,1.107465312,0.00140325430512,0.815572292754,0.407786146377,"Cheng et al. 2013",4783.9485563,85.3122287776,85.3122287776,"yes",NA,NA,NA,NA,"yes","yes"
10599,470,"MC-ICP-MS U/Th",27,NA,"P1-27","calcite",NA,NA,5326.685201,56.2611546803,56.2611546803,NA,NA,"yes",143.392862904,0.222268191759,552.877226641,11.1721219898,NA,NA,225.935102601,5.10038114219,0.0528346953953,0.000537976837369,1.10743124252,0.00180685055627,0.815572292754,0.407786146377,"Cheng et al. 2013",5158.46477596,90.9982952379,90.9982952379,"yes",NA,NA,NA,NA,"yes","yes"
10600,470,"MC-ICP-MS U/Th",31,NA,"P1-31","calcite",NA,NA,5664.62277225,48.0569556412,48.0569556412,NA,NA,"yes",164.101284737,0.282249087311,961.298788584,19.3435707106,NA,NA,157.902625758,3.41164392135,0.0561009347324,0.000451839887068,1.10739145792,0.00207291495111,0.815572292754,0.407786146377,"Cheng et al. 2013",5443.81083313,118.869870284,118.869870284,"yes",NA,NA,NA,NA,"yes","yes"
10601,470,"MC-ICP-MS U/Th",34,NA,"PATA1-34","calcite",NA,NA,6553.11190402,49.9054607688,49.9054607688,NA,NA,"yes",134.442282676,0.184567715482,1421.186635,28.5188421323,NA,NA,100.593990684,2.14284087701,0.0644943404783,0.00046940284996,1.10480326633,0.00143819896748,0.815572292754,0.407786146377,"Cheng et al. 2013",6208.79815016,203.043982099,203.043982099,"yes",NA,NA,NA,NA,"yes","yes"
10602,591,"MC-ICP-MS U/Th",6.4,NA,"GP2 U3.1*","aragonite",NA,NA,NA,NA,NA,NA,NA,"yes",1.48523687534,0.00200807395167,NA,NA,NA,NA,5345.0013297,48.2541666216,NA,NA,6.00019998297,0.0120282099189,NA,NA,"unknown",2782.22560806,17.8782988346,17.8782988346,"yes",NA,"yes",NA,NA,"yes","yes"
10603,591,"MC-ICP-MS U/Th",34,NA,"GP2U3","aragonite",NA,NA,NA,NA,NA,NA,NA,"yes",1.66587140127,0.00212953374045,NA,NA,NA,NA,20062.929946,1787.26497654,NA,NA,6.08309621317,0.0109360162356,NA,NA,"unknown",3645.66390266,24.9221295174,24.9221295174,"yes",NA,"yes",NA,NA,"yes","yes"
10604,591,"MC-ICP-MS U/Th",63.2,NA,"GP2 U2.5.1","aragonite",NA,NA,NA,NA,NA,NA,NA,"yes",2.72129740316,0.00142061674348,NA,NA,NA,NA,19596.0458384,207.103014324,NA,NA,6.32684240408,0.0048345087415,NA,NA,"unknown",4119.86423247,12.8048014479,12.8048014479,"yes",NA,"yes",NA,NA,"yes","yes"
10605,591,"MC-ICP-MS U/Th",130.9,NA,"GP2 U2.5","aragonite",NA,NA,NA,NA,NA,NA,NA,"yes",1.74123577136,0.00270939558298,NA,NA,NA,NA,9070.3834117,60.2370246054,NA,NA,6.35631089371,0.0130444676853,NA,NA,"unknown",4851.71175187,27.3492536866,27.3492536866,"yes",NA,"yes",NA,NA,"yes","yes"
10606,591,"MC-ICP-MS U/Th",177.51,NA,"GP2 U2.4.2","aragonite",NA,NA,NA,NA,NA,NA,NA,"yes",1.6950790271,0.000900191502386,NA,NA,NA,NA,12085.4815714,97.655615919,NA,NA,6.33263903101,0.00489655046306,NA,NA,"unknown",5423.51828359,19.1984495962,19.1984495962,"yes",NA,"yes",NA,NA,"yes","yes"
10607,591,"MC-ICP-MS U/Th",198.1,NA,"GP2 U2.4.1","aragonite",NA,NA,NA,NA,NA,NA,NA,"yes",2.06059943332,0.00126743242235,NA,NA,NA,NA,31923.0554069,577.057172396,NA,NA,6.45692434454,0.00571756725765,NA,NA,"unknown",5816.5796999,16.0593582812,16.0593582812,"yes",NA,"yes",NA,NA,"yes","yes"
10608,591,"MC-ICP-MS U/Th",216.1,NA,"GP2 U2.4","aragonite",NA,NA,NA,NA,NA,NA,NA,"yes",1.87490910454,0.00295114364159,NA,NA,NA,NA,32129.4373883,545.543210458,NA,NA,6.51503381043,0.015363803436,NA,NA,"unknown",5994.68628187,39.7034563632,39.7034563632,"yes",NA,"yes",NA,NA,"yes","yes"
10609,591,"MC-ICP-MS U/Th",246.21,NA,"GP2 U2.3.3","aragonite",NA,NA,NA,NA,NA,NA,NA,"yes",1.15906227004,0.000510178983914,NA,NA,NA,NA,12424.3995507,126.290187208,NA,NA,6.60912220215,0.00479644603123,NA,NA,"unknown",6318.6999877,23.0579176829,23.0579176829,"yes",NA,"yes",NA,NA,"yes","yes"
10610,591,"MC-ICP-MS U/Th",265.49,NA,"GP2 U2.3.2","aragonite",NA,NA,NA,NA,NA,NA,NA,"yes",1.83741233484,0.000812310973507,NA,NA,NA,NA,9578.74171901,59.432987005,NA,NA,6.64315421391,0.0043107820823,NA,NA,"unknown",6609.49690085,16.7536894899,16.7536894899,"yes",NA,"yes",NA,NA,"yes","yes"
10611,591,"MC-ICP-MS U/Th",280.6,NA,"GP2 U2.3.1","aragonite",NA,NA,NA,NA,NA,NA,NA,"yes",2.804950832,0.00185136446971,NA,NA,NA,NA,19182.1949443,114.880173322,NA,NA,6.68116198724,0.00583972409649,NA,NA,"unknown",6641.45749581,46.6267541767,46.6267541767,"yes",NA,"yes",NA,NA,"yes","yes"
10612,591,"MC-ICP-MS U/Th",301.4,NA,"GP2 U2.3","aragonite",NA,NA,NA,NA,NA,NA,NA,"yes",1.26103141841,0.00181087783872,NA,NA,NA,NA,19918.205325,252.129908766,NA,NA,6.60311464406,0.0132431999657,NA,NA,"unknown",6949.74960019,39.384077907,39.384077907,"yes",NA,"yes",NA,NA,"yes","yes"
10613,591,"MC-ICP-MS U/Th",316.5,NA,"GP2-U2.2a","aragonite",NA,NA,NA,NA,NA,NA,NA,"yes",6.44230819934,0.00418896361535,NA,NA,NA,NA,39587.8006995,863.52447787,NA,NA,6.78889271618,0.00539248746214,NA,NA,"unknown",7337.99240543,22.4508277296,22.4508277296,"yes",NA,"yes",NA,NA,"yes","yes"
10614,591,"MC-ICP-MS U/Th",365.02,NA,"GP2 U2.2","aragonite",NA,NA,NA,NA,NA,NA,NA,"yes",2.44668764262,0.00387069438947,NA,NA,NA,NA,12891.7599485,77.5149225125,NA,NA,6.75251064311,0.0131910059718,NA,NA,"unknown",7631.62422888,47.3699231942,47.3699231942,"yes",NA,"yes",NA,NA,"yes","yes"
10615,591,"MC-ICP-MS U/Th",414.52,NA,"GP2-U2.1a","aragonite",NA,NA,NA,NA,NA,NA,NA,"yes",2.31826004196,0.00148986201195,NA,NA,NA,NA,28090.8068857,1141.82169086,NA,NA,6.72292619857,0.00546462356307,NA,NA,"unknown",8406.84309921,60.4763792192,60.4763792192,"yes",NA,"yes",NA,NA,"yes","yes"
10616,591,"MC-ICP-MS U/Th",426.23,NA,"GP2 U2.1","aragonite",NA,NA,NA,NA,NA,NA,NA,"yes",2.84278603931,0.00305317568398,NA,NA,NA,NA,21425.49915,131.915642187,NA,NA,6.68516869668,0.00939348635562,NA,NA,"unknown",8714.20528792,44.4221839852,44.4221839852,"yes",NA,"yes",NA,NA,"yes","yes"
10617,591,"MC-ICP-MS U/Th",432.77,NA,"GP2-U2.0","aragonite",NA,NA,NA,NA,NA,NA,NA,"yes",3.16471633578,0.00173575279395,NA,NA,NA,NA,11547.3876944,135.356703554,NA,NA,6.73460242576,0.00556851278622,NA,NA,"unknown",9059.53076496,28.0657865171,28.0657865171,"yes",NA,"yes",NA,NA,"yes","yes"
10618,591,"MC-ICP-MS U/Th",493.5,NA,"GP2U2","aragonite",NA,NA,NA,NA,NA,NA,NA,"yes",2.06614487046,0.00295097263519,NA,NA,NA,NA,14832.2434174,285.269815377,NA,NA,6.82127196358,0.0124826078075,NA,NA,"unknown",9812.74781633,59.2354233813,59.2354233813,"yes",NA,"yes",NA,NA,"yes","yes"
10619,591,"MC-ICP-MS U/Th",540.92,NA,"GP2 U1.4","aragonite",NA,NA,NA,NA,NA,NA,NA,"yes",1.58969939517,0.000839548776059,NA,NA,NA,NA,21085.6539095,166.227212084,NA,NA,7.00148462391,0.00533363127074,NA,NA,"unknown",10640.9460625,95.3867897544,95.3867897544,"yes",NA,"yes",NA,NA,"yes","yes"
10620,591,"MC-ICP-MS U/Th",582.5,NA,"GP2 U1.3*","aragonite",NA,NA,NA,NA,NA,NA,NA,"yes",1.37413041661,0.00179190655384,NA,NA,NA,NA,74687.9382305,2130.51173891,NA,NA,6.9976147526,0.0133885445571,NA,NA,"unknown",11110.2384336,58.1279582789,58.1279582789,"yes",NA,"yes",NA,NA,"yes","yes"
10621,591,"MC-ICP-MS U/Th",597.1,NA,"GP2 U1.2*","aragonite",NA,NA,NA,NA,NA,NA,NA,"yes",0.0126498178052,2.53320882317e-05,NA,NA,NA,NA,380.21925288,5.98719834471,NA,NA,7.05415811603,0.0354818735528,NA,NA,"unknown",11486.7160312,164.907682073,164.907682073,"yes",NA,"yes",NA,NA,"yes","yes"
10622,592,"MC-ICP-MS U/Th",1.5,NA," ELC-A-1","calcite",NA,NA,370,10,10,NA,NA,"yes",228.8,0.3,1170,20,NA,NA,5.00464816008,0.185357339262,0.0084,3e-04,2.105,0.003,0.815572292754,0.407786146377,"Cheng et al. 2013",300,50,50,NA,NA,"yes","yes","yes",NA,NA
10623,592,"MC-ICP-MS U/Th",27.6,NA," ELC-A-2","calcite",NA,NA,390,20,20,NA,NA,"yes",212.2,0.3,910,20,NA,NA,6.30214953492,0.185357339262,0.0089,3e-04,2.145,0.003,0.815572292754,0.407786146377,"Cheng et al. 2013",340,40,40,NA,NA,"yes","yes","yes",NA,NA
10624,592,"MC-ICP-MS U/Th",72.3,NA," ELC-A-4","calcite",NA,NA,1060,20,20,NA,NA,"yes",240.4,0.5,324,7,NA,NA,49.6757669223,1.29750137484,0.0219,3e-04,2.144,0.004,0.815572292754,0.407786146377,"Cheng et al. 2013",1040,20,20,NA,NA,"yes","yes","yes",NA,NA
10625,592,"MC-ICP-MS U/Th",82.1,NA," ELC-A-5","calcite",NA,NA,1360,20,20,NA,NA,"yes",247.8,0.4,1030,20,NA,NA,20.2039499796,0.556072017787,0.0277,3e-04,2.137,0.003,0.815572292754,0.407786146377,"Cheng et al. 2013",1300,40,40,NA,NA,"yes","yes","yes",NA,NA
10626,592,"MC-ICP-MS U/Th",99.3,NA," ELC-A-6","calcite",NA,NA,1420,20,20,NA,NA,"yes",266.3,0.4,129,3,NA,NA,181.650192477,3.70714678525,0.0287,3e-04,2.132,0.003,0.815572292754,0.407786146377,"Cheng et al. 2013",1410,20,20,NA,NA,"yes","yes","yes",NA,NA
10627,592,"MC-ICP-MS U/Th",103.4,NA," ELC-A-7","calcite",NA,NA,1680,20,20,NA,NA,"yes",266.7,0.3,920,20,NA,NA,29.657174282,0.741429357049,0.0336,4e-04,2.122,0.002,0.815572292754,0.407786146377,"Cheng et al. 2013",1630,40,40,NA,NA,"yes","yes","yes",NA,NA
10628,592,"MC-ICP-MS U/Th",128,NA," ELC-A-8","calcite",NA,NA,1830,20,20,NA,NA,"yes",240.9,0.4,144,3,NA,NA,185.357339262,3.70714678525,0.0364,3e-04,2.116,0.004,0.815572292754,0.407786146377,"Cheng et al. 2013",1820,20,20,NA,NA,"yes","yes","yes",NA,NA
10629,592,"MC-ICP-MS U/Th",133.1,NA," ELC-A-9","calcite",NA,NA,1880,20,20,NA,NA,"yes",252.2,0.5,161,3,NA,NA,179.796619084,3.70714678525,0.0375,4e-04,2.122,0.003,0.815572292754,0.407786146377,"Cheng et al. 2013",1870,20,20,NA,NA,"yes","yes","yes",NA,NA
10630,592,"MC-ICP-MS U/Th",143.3,NA," ELC-A-10","calcite",NA,NA,2020,20,20,NA,NA,"yes",233,0.4,820,20,NA,NA,35.2178944598,0.741429357049,0.0408,4e-04,2.156,0.003,0.815572292754,0.407786146377,"Cheng et al. 2013",1980,40,40,NA,NA,"yes","yes","yes",NA,NA
10631,592,"MC-ICP-MS U/Th",148.4,NA," ELC-A-11","calcite",NA,NA,2010,20,20,NA,NA,"yes",283.2,0.5,455,9,NA,NA,76.7379384546,1.66821605336,0.0403,3e-04,2.145,0.004,0.815572292754,0.407786146377,"Cheng et al. 2013",1980,20,20,NA,NA,"yes","yes","yes",NA,NA
10632,592,"MC-ICP-MS U/Th",191.3,NA," ELC-A-12","calcite",NA,NA,2300,20,20,NA,NA,"yes",256.9,0.3,100,2,NA,NA,354.032517991,9.26786696311,0.0453,4e-04,2.108,0.003,0.815572292754,0.407786146377,"Cheng et al. 2013",2300,20,20,NA,NA,"yes","yes","yes",NA,NA
10633,592,"MC-ICP-MS U/Th",209.6,NA," ELC-A-13","calcite",NA,NA,2410,20,20,NA,NA,"yes",290.5,0.5,53,2,NA,NA,797.036558828,24.0964541041,0.0478,3e-04,2.131,0.003,0.815572292754,0.407786146377,"Cheng et al. 2013",2410,20,20,NA,NA,"yes","yes","yes",NA,NA
10634,592,"MC-ICP-MS U/Th",228,NA," ELC-A-14","calcite",NA,NA,2590,20,20,NA,NA,"yes",9437,60,560,10,NA,NA,2687.6814193,55.6072017787,0.0518,3e-04,2.155,0.005,0.815572292754,0.407786146377,"Cheng et al. 2013",2590,20,20,NA,NA,"yes","yes","yes",NA,NA
10635,592,"MC-ICP-MS U/Th",234,NA," ELC-A-15","calcite",NA,NA,2860,20,20,NA,NA,"yes",205.9,0.3,570,10,NA,NA,64.1336393847,1.29750137484,0.0577,5e-04,2.181,0.003,0.815572292754,0.407786146377,"Cheng et al. 2013",2820,40,40,NA,NA,"yes","yes","yes",NA,NA
10636,592,"MC-ICP-MS U/Th",257,NA," ELC-A-17","calcite",NA,NA,2860,10,10,NA,NA,"yes",412.7,0.7,93,2,NA,NA,780.354398294,18.5357339262,0.0578,3e-04,2.179,0.003,0.815572292754,0.407786146377,"Cheng et al. 2013",2860,10,10,NA,NA,"yes","yes","yes",NA,NA
10637,592,"MC-ICP-MS U/Th",270.8,NA," ELC-A-18","calcite",NA,NA,2970,20,20,NA,NA,"yes",377.4,0.7,191,4,NA,NA,364.968601007,7.41429357049,0.06,3e-04,2.183,0.004,0.815572292754,0.407786146377,"Cheng et al. 2013",2970,20,20,NA,NA,"yes","yes","yes",NA,NA
10638,592,"MC-ICP-MS U/Th",323.2,NA," ELC-A-20","calcite",NA,NA,4050,20,20,NA,NA,"yes",256.9,0.4,770,20,NA,NA,81.1865145969,1.66821605336,0.08,5e-04,2.155,0.004,0.815572292754,0.407786146377,"Cheng et al. 2013",4010,40,40,NA,NA,"yes","yes","yes",NA,NA
10639,592,"MC-ICP-MS U/Th",341.5,NA," ELC-A-21","calcite",NA,NA,4590,30,30,NA,NA,"yes",293.6,0.5,920,20,NA,NA,87.1179494533,1.85357339262,0.0893,5e-04,2.132,0.003,0.815572292754,0.407786146377,"Cheng et al. 2013",4550,40,40,NA,NA,"yes","yes","yes",NA,NA
10640,592,"MC-ICP-MS U/Th",457,NA," ELC-A-22","calcite",NA,NA,6320,20,20,NA,NA,"yes",289.4,0.4,130,3,NA,NA,852.643760606,18.5357339262,0.1223,4e-04,2.141,0.003,0.815572292754,0.407786146377,"Cheng et al. 2013",6320,20,20,NA,NA,"yes","yes","yes",NA,NA
10641,593,"MC-ICP-MS U/Th",1.9,NA," I-1","calcite",NA,NA,4340,70,70,NA,NA,"yes",133.4,0.5,244,6,NA,NA,139.018004447,3.70714678525,0.0833,0.0012,2.1,0.01,0.815572292754,0.407786146377,"Cheng et al. 2013",4310,70,70,NA,NA,"yes","yes","yes",NA,NA
10642,593,"MC-ICP-MS U/Th",31.9,NA," I-2","calcite",NA,NA,4840,70,70,NA,NA,"yes",141.1,0.7,170,7,NA,NA,237.257394256,11.1214403557,0.0933,0.0013,2.116,0.011,0.815572292754,0.407786146377,"Cheng et al. 2013",4830,70,70,NA,NA,"yes","yes","yes",NA,NA
10643,593,"MC-ICP-MS U/Th",36,NA," II-2-1","calcite",NA,NA,5940,110,110,NA,NA,"yes",205.3,0.3,1090,30,NA,NA,66.7286421344,1.85357339262,0.1147,0.002,2.133,0.003,0.815572292754,0.407786146377,"Cheng et al. 2013",5870,120,120,NA,NA,"yes","yes","yes",NA,NA
10644,593,"MC-ICP-MS U/Th",44.4,NA," III-1","calcite",NA,NA,9340,40,40,NA,NA,"yes",220.7,0.2,3090,60,NA,NA,39.4811132629,0.741429357049,0.1806,7e-04,2.172,0.002,0.815572292754,0.407786146377,"Cheng et al. 2013",9160,140,140,NA,NA,"yes","yes","yes",NA,NA
10645,593,"MC-ICP-MS U/Th",49.2,NA," II-2-2","calcite",NA,NA,10800,60,60,NA,NA,"yes",219.1,0.2,3670,80,NA,NA,38.183611888,0.741429357049,0.2093,0.0011,2.19,0.003,0.815572292754,0.407786146377,"Cheng et al. 2013",10580,170,170,NA,NA,"yes","yes","yes",NA,NA
10646,593,"MC-ICP-MS U/Th",51.9,NA," III-2","calcite",NA,NA,11310,40,40,NA,NA,"yes",233.7,0.2,2230,50,NA,NA,70.0650742411,1.4828587141,0.2189,6e-04,2.191,0.002,0.815572292754,0.407786146377,"Cheng et al. 2013",11190,100,100,NA,NA,"yes","yes","yes",NA,NA
10647,593,"MC-ICP-MS U/Th",55,NA," I-3","calcite",NA,NA,12270,130,130,NA,NA,"yes",174.1,0.7,1490,9,NA,NA,84.3375893643,0.741429357049,0.2359,0.0021,2.186,0.01,0.815572292754,0.407786146377,"Cheng et al. 2013",12160,140,140,NA,NA,"yes","yes","yes",NA,NA
10648,593,"MC-ICP-MS U/Th",58.9,NA," II-3-1","calcite",NA,NA,12560,80,80,NA,NA,"yes",203.2,0.2,660,20,NA,NA,226.1359539,5.56072017787,0.2393,0.0014,2.17,0.003,0.815572292754,0.407786146377,"Cheng et al. 2013",12520,80,80,NA,NA,"yes","yes","yes",NA,NA
10649,593,"MC-ICP-MS U/Th",64.6,NA," III-3","calcite",NA,NA,13000,80,80,NA,NA,"yes",96.3,0.1,95,3,NA,NA,759.965090975,18.5357339262,0.2463,0.0014,2.161,0.003,0.815572292754,0.407786146377,"Cheng et al. 2013",12990,80,80,NA,NA,"yes","yes","yes",NA,NA
10650,593,"MC-ICP-MS U/Th",66.2,NA," II-3-2","calcite",NA,NA,13160,60,60,NA,NA,"yes",186.6,0.2,358,8,NA,NA,394.811132629,9.26786696311,0.2481,0.0011,2.153,0.003,0.815572292754,0.407786146377,"Cheng et al. 2013",13130,70,70,NA,NA,"yes","yes","yes",NA,NA
10651,593,"MC-ICP-MS U/Th",69,NA," II-3-3","calcite",NA,NA,13420,60,60,NA,NA,"yes",210.7,0.2,270,6,NA,NA,602.411352602,12.9750137484,0.2523,0.001,2.149,0.003,0.815572292754,0.407786146377,"Cheng et al. 2013",13400,60,60,NA,NA,"yes","yes","yes",NA,NA
10652,593,"MC-ICP-MS U/Th",75.4,NA," II-3-4","calcite",NA,NA,14080,60,60,NA,NA,"yes",222.1,0.2,247,6,NA,NA,721.04004973,16.6821605336,0.2626,0.001,2.137,0.003,0.815572292754,0.407786146377,"Cheng et al. 2013",14060,60,60,NA,NA,"yes","yes","yes",NA,NA
10653,593,"MC-ICP-MS U/Th",78.1,NA," II-3-5","calcite",NA,NA,14900,60,60,NA,NA,"yes",228.3,0.2,2760,60,NA,NA,70.2504315804,1.4828587141,0.2783,9e-04,2.148,0.003,0.815572292754,0.407786146377,"Cheng et al. 2013",14740,130,130,NA,NA,"yes","yes","yes",NA,NA
10654,593,"MC-ICP-MS U/Th",84.5,NA," I-4","calcite",NA,NA,15400,170,170,NA,NA,"yes",115.2,0.4,163,7,NA,NA,630.214953492,37.0714678525,0.2918,0.0027,2.182,0.01,0.815572292754,0.407786146377,"Cheng et al. 2013",15380,170,170,NA,NA,"yes","yes","yes",NA,NA
10655,593,"MC-ICP-MS U/Th",90,NA," I-5","calcite",NA,NA,16430,190,190,NA,NA,"yes",86.6,0.3,1520,8,NA,NA,54.3097004038,0.556072017787,0.3114,0.003,2.192,0.011,0.815572292754,0.407786146377,"Cheng et al. 2013",16200,220,220,NA,NA,"yes","yes","yes",NA,NA
10656,593,"MC-ICP-MS U/Th",92.9,NA," III-4","calcite",NA,NA,17720,60,60,NA,NA,"yes",112,0.1,5100,100,NA,NA,22.2428807115,0.370714678525,0.3305,0.0011,2.168,0.002,0.815572292754,0.407786146377,"Cheng et al. 2013",17120,430,430,NA,NA,"yes","yes","yes",NA,NA
10657,593,"MC-ICP-MS U/Th",115.3,NA," III-5","calcite",NA,NA,18470,110,110,NA,NA,"yes",73.7,0.1,2630,50,NA,NA,29.2864596034,0.556072017787,0.3427,0.0018,2.163,0.002,0.815572292754,0.407786146377,"Cheng et al. 2013",18000,350,350,NA,NA,"yes","yes","yes",NA,NA
10658,593,"MC-ICP-MS U/Th",132.5,NA," I-6","calcite",NA,NA,21820,280,280,NA,NA,"yes",159.8,0.7,5210,20,NA,NA,37.9982545488,0.370714678525,0.4045,0.0044,2.189,0.01,0.815572292754,0.407786146377,"Cheng et al. 2013",21400,350,350,NA,NA,"yes","yes","yes",NA,NA
10659,593,"MC-ICP-MS U/Th",139.2,NA," III-6","calcite",NA,NA,23520,70,70,NA,NA,"yes",180.9,0.2,1740,40,NA,NA,139.018004447,3.70714678525,0.435,0.0011,2.198,0.002,0.815572292754,0.407786146377,"Cheng et al. 2013",23400,110,110,NA,NA,"yes","yes","yes",NA,NA
10660,593,"MC-ICP-MS U/Th",142.5,NA," III-7","calcite",NA,NA,24790,70,70,NA,NA,"yes",160.8,0.1,4980,100,NA,NA,45.5979054585,0.926786696311,0.4619,0.0011,2.224,0.003,0.815572292754,0.407786146377,"Cheng et al. 2013",24400,290,290,NA,NA,"yes","yes","yes",NA,NA
10661,593,"MC-ICP-MS U/Th",146.1,NA," III-8","calcite",NA,NA,24700,130,130,NA,NA,"yes",124.3,0.1,1760,40,NA,NA,100.092963202,1.85357339262,0.4672,0.0022,2.257,0.003,0.815572292754,0.407786146377,"Cheng et al. 2013",24520,180,180,NA,NA,"yes","yes","yes",NA,NA
10662,593,"MC-ICP-MS U/Th",149.7,NA," I-7","calcite",NA,NA,25470,380,380,NA,NA,"yes",115.4,0.4,5530,30,NA,NA,30.9546756568,0.370714678525,0.4843,0.0063,2.275,0.008,0.815572292754,0.407786146377,"Cheng et al. 2013",24880,480,480,NA,NA,"yes","yes","yes",NA,NA
10663,593,"MC-ICP-MS U/Th",161.7,NA," III-9","calcite",NA,NA,26360,70,70,NA,NA,"yes",209.1,0.2,1970,40,NA,NA,161.260885158,3.70714678525,0.494,0.001,2.25,0.003,0.815572292754,0.407786146377,"Cheng et al. 2013",26240,110,110,NA,NA,"yes","yes","yes",NA,NA
10664,593,"MC-ICP-MS U/Th",182.5,NA," I-8","calcite",NA,NA,28080,270,270,NA,NA,"yes",118.3,0.5,720,8,NA,NA,240.964541041,3.70714678525,0.4786,0.0033,2.062,0.01,0.815572292754,0.407786146377,"Cheng et al. 2013",28000,270,270,NA,NA,"yes","yes","yes",NA,NA
10665,593,"MC-ICP-MS U/Th",190.2,NA," III-10","calcite",NA,NA,29230,80,80,NA,NA,"yes",180.4,0.2,1580,30,NA,NA,168.675178729,3.70714678525,0.4868,0.001,2.025,0.003,0.815572292754,0.407786146377,"Cheng et al. 2013",29110,120,120,NA,NA,"yes","yes","yes",NA,NA
10666,593,"MC-ICP-MS U/Th",200.2,NA," I-9","calcite",NA,NA,29350,310,310,NA,NA,"yes",105.1,0.5,291,7,NA,NA,550.511297609,14.828587141,0.4985,0.0037,2.065,0.012,0.815572292754,0.407786146377,"Cheng et al. 2013",29320,310,310,NA,NA,"yes","yes","yes",NA,NA
10667,593,"MC-ICP-MS U/Th",219.5,NA," III-12","calcite",NA,NA,30470,80,80,NA,NA,"yes",149.9,0.1,403,8,NA,NA,594.997059032,12.9750137484,0.5243,0.0011,2.1,0.002,0.815572292754,0.407786146377,"Cheng et al. 2013",30440,80,80,NA,NA,"yes","yes","yes",NA,NA
10668,593,"MC-ICP-MS U/Th",226.2,NA," III-13","calcite",NA,NA,30940,90,90,NA,NA,"yes",139.7,0.1,870,20,NA,NA,261.35384836,5.56072017787,0.5319,0.0012,2.102,0.002,0.815572292754,0.407786146377,"Cheng et al. 2013",30850,100,100,NA,NA,"yes","yes","yes",NA,NA
